Efficiency,PWR,Torque,Thrust,RPM
0.2279,0.024,0.512,0.603,3000
0.2786,0.024,0.514,0.592,3000
0.3267,0.025,0.515,0.58,3000
0.3722,0.025,0.515,0.566,3000
0.4149,0.025,0.515,0.552,3000
0.4548,0.024,0.513,0.536,3000
0.4918,0.024,0.511,0.519,3000
0.5258,0.024,0.507,0.501,3000
0.5569,0.024,0.502,0.481,3000
0.585,0.024,0.495,0.46,3000
0.61,0.023,0.484,0.436,3000
0.6317,0.023,0.473,0.412,3000
0.6505,0.022,0.46,0.386,3000
0.6664,0.021,0.445,0.36,3000
0.6795,0.02,0.428,0.334,3000
0.6901,0.019,0.408,0.306,3000
0.6985,0.018,0.386,0.278,3000
0.7043,0.017,0.36,0.25,3000
0.7069,0.016,0.332,0.221,3000
0.7056,0.014,0.301,0.191,3000
0.6988,0.013,0.266,0.16,3000
0.6795,0.011,0.23,0.129,3000
0.6395,0.009,0.192,0.097,3000
0.5614,0.007,0.152,0.065,3000
0.4002,0.005,0.111,0.033,3000
-0.0022,0.003,0.071,0,3000
0,0.055,0.865,1.133,4000
0.0621,0.055,0.874,1.121,4000
0.1215,0.056,0.882,1.107,4000
0.1783,0.056,0.889,1.091,4000
0.2324,0.057,0.895,1.074,4000
0.2837,0.057,0.899,1.054,4000
0.3324,0.057,0.902,1.032,4000
0.3784,0.057,0.903,1.009,4000
0.4216,0.057,0.902,0.983,4000
0.462,0.057,0.9,0.955,4000
0.4997,0.057,0.895,0.924,4000
0.5345,0.056,0.888,0.892,4000
0.5666,0.056,0.879,0.857,4000
0.5958,0.055,0.865,0.82,4000
0.6221,0.054,0.846,0.777,4000
0.6453,0.052,0.824,0.733,4000
0.6657,0.051,0.8,0.688,4000
0.6833,0.049,0.772,0.641,4000
0.6982,0.047,0.74,0.594,4000
0.7106,0.045,0.705,0.545,4000
0.7203,0.042,0.665,0.495,4000
0.7267,0.039,0.621,0.444,4000
0.7299,0.036,0.571,0.392,4000
0.729,0.033,0.516,0.338,4000
0.7219,0.029,0.457,0.284,4000
0.7017,0.025,0.394,0.229,4000
0.6603,0.021,0.329,0.172,4000
0.5795,0.017,0.261,0.116,4000
0.4123,0.012,0.191,0.058,4000
-0.003,0.008,0.123,0,4000
0,0.104,1.309,1.774,5000
0.064,0.105,1.326,1.755,5000
0.125,0.106,1.342,1.734,5000
0.183,0.108,1.356,1.71,5000
0.238,0.108,1.367,1.683,5000
0.2902,0.109,1.377,1.652,5000
0.3395,0.11,1.383,1.618,5000
0.386,0.11,1.386,1.581,5000
0.4298,0.11,1.387,1.541,5000
0.4709,0.11,1.384,1.497,5000
0.5093,0.109,1.377,1.45,5000
0.545,0.108,1.366,1.399,5000
0.5781,0.107,1.35,1.345,5000
0.6086,0.105,1.328,1.286,5000
0.6365,0.103,1.297,1.219,5000
0.6615,0.1,1.261,1.15,5000
0.6838,0.097,1.22,1.079,5000
0.7035,0.093,1.175,1.006,5000
0.7205,0.089,1.124,0.931,5000
0.7349,0.085,1.068,0.854,5000
0.7461,0.08,1.005,0.775,5000
0.7532,0.074,0.938,0.695,5000
0.7569,0.068,0.862,0.614,5000
0.7562,0.062,0.78,0.53,5000
0.7487,0.055,0.69,0.445,5000
0.7274,0.047,0.595,0.358,5000
0.6842,0.039,0.496,0.27,5000
0.6006,0.031,0.394,0.181,5000
0.4266,0.023,0.289,0.091,5000
-0.0036,0.015,0.185,0,5000
0,0.192,2.015,2.571,6000
0.0608,0.192,2.022,2.545,6000
0.1198,0.193,2.028,2.514,6000
0.1768,0.194,2.033,2.479,6000
0.2316,0.194,2.036,2.439,6000
0.2842,0.194,2.036,2.395,6000
0.3344,0.194,2.034,2.346,6000
0.3822,0.193,2.028,2.292,6000
0.4275,0.192,2.019,2.233,6000
0.4703,0.191,2.006,2.169,6000
0.5105,0.189,1.988,2.1,6000
0.5482,0.187,1.965,2.026,6000
0.5832,0.184,1.937,1.947,6000
0.6155,0.181,1.9,1.861,6000
0.6451,0.176,1.85,1.764,6000
0.6714,0.171,1.796,1.663,6000
0.695,0.165,1.736,1.56,6000
0.716,0.159,1.669,1.455,6000
0.7346,0.152,1.594,1.346,6000
0.7505,0.144,1.511,1.235,6000
0.7628,0.135,1.422,1.122,6000
0.771,0.126,1.325,1.006,6000
0.7754,0.116,1.217,0.888,6000
0.7757,0.105,1.099,0.767,6000
0.7688,0.092,0.971,0.643,6000
0.7476,0.08,0.837,0.518,6000
0.7044,0.066,0.697,0.391,6000
0.6199,0.053,0.552,0.262,6000
0.4436,0.038,0.402,0.132,6000
-0.0037,0.024,0.254,-0.001,6000
0,0.362,3.255,3.547,7000
0.053,0.355,3.2,3.51,7000
0.1065,0.349,3.146,3.467,7000
0.16,0.344,3.096,3.418,7000
0.2132,0.338,3.047,3.362,7000
0.2656,0.333,3.001,3.3,7000
0.3169,0.328,2.955,3.23,7000
0.3666,0.323,2.909,3.154,7000
0.4145,0.318,2.864,3.071,7000
0.4602,0.313,2.817,2.982,7000
0.5036,0.307,2.767,2.885,7000
0.5444,0.302,2.715,2.781,7000
0.5824,0.295,2.658,2.671,7000
0.6175,0.288,2.594,2.55,7000
0.6489,0.28,2.519,2.416,7000
0.6763,0.271,2.441,2.278,7000
0.7007,0.262,2.358,2.137,7000
0.7226,0.252,2.265,1.992,7000
0.742,0.24,2.161,1.844,7000
0.7589,0.227,2.047,1.692,7000
0.7724,0.214,1.922,1.537,7000
0.7819,0.199,1.788,1.378,7000
0.7879,0.182,1.642,1.217,7000
0.7896,0.165,1.481,1.053,7000
0.7846,0.145,1.307,0.885,7000
0.7648,0.125,1.126,0.713,7000
0.7228,0.104,0.936,0.539,7000
0.6394,0.082,0.737,0.361,7000
0.4623,0.059,0.531,0.181,7000
-0.0033,0.037,0.33,-0.001,7000
0,0.622,4.897,4.696,8000
0.0474,0.602,4.742,4.647,8000
0.0966,0.583,4.594,4.59,8000
0.1473,0.566,4.455,4.524,8000
0.1988,0.549,4.326,4.449,8000
0.2509,0.534,4.205,4.364,8000
0.3026,0.52,4.093,4.271,8000
0.3537,0.506,3.987,4.168,8000
0.4035,0.493,3.887,4.056,8000
0.4516,0.481,3.791,3.935,8000
0.4975,0.469,3.696,3.804,8000
0.541,0.457,3.602,3.665,8000
0.5816,0.445,3.507,3.516,8000
0.6191,0.432,3.406,3.355,8000
0.6523,0.418,3.297,3.178,8000
0.6807,0.405,3.19,2.995,8000
0.7057,0.391,3.078,2.809,8000
0.7284,0.375,2.954,2.618,8000
0.7486,0.358,2.818,2.424,8000
0.7663,0.338,2.666,2.224,8000
0.781,0.317,2.501,2.02,8000
0.7917,0.295,2.323,1.812,8000
0.7989,0.27,2.13,1.6,8000
0.802,0.243,1.917,1.383,8000
0.7985,0.214,1.689,1.162,8000
0.7799,0.184,1.453,0.938,8000
0.7388,0.153,1.206,0.709,8000
0.657,0.12,0.947,0.477,8000
0.4799,0.086,0.676,0.24,8000
-0.0045,0.052,0.412,-0.001,8000
0,1.003,7.023,6.026,9000
0.0429,0.96,6.723,5.964,9000
0.0885,0.918,6.432,5.891,9000
0.1366,0.88,6.16,5.805,9000
0.1866,0.844,5.912,5.708,9000
0.2378,0.812,5.685,5.598,9000
0.2898,0.782,5.476,5.476,9000
0.3418,0.755,5.284,5.342,9000
0.3931,0.729,5.108,5.196,9000
0.443,0.706,4.944,5.038,9000
0.4911,0.684,4.788,4.868,9000
0.5369,0.662,4.638,4.687,9000
0.5798,0.642,4.492,4.494,9000
0.6194,0.621,4.346,4.287,9000
0.6543,0.599,4.195,4.059,9000
0.6837,0.579,4.054,3.825,9000
0.7094,0.558,3.91,3.589,9000
0.7327,0.535,3.749,3.346,9000
0.7538,0.51,3.572,3.097,9000
0.7724,0.482,3.377,2.842,9000
0.7881,0.452,3.165,2.582,9000
0.8001,0.419,2.937,2.316,9000
0.8086,0.384,2.687,2.044,9000
0.813,0.345,2.414,1.767,9000
0.8109,0.303,2.121,1.483,9000
0.7933,0.26,1.818,1.194,9000
0.7527,0.215,1.504,0.902,9000
0.6716,0.168,1.176,0.605,9000
0.4931,0.119,0.832,0.303,9000
-0.0034,0.072,0.503,-0.001,9000
0,1.545,9.739,7.544,10000
0.0391,1.465,9.235,7.47,10000
0.0816,1.387,8.744,7.379,10000
0.1274,1.313,8.277,7.272,10000
0.1759,1.247,7.857,7.149,10000
0.2265,1.186,7.478,7.011,10000
0.2786,1.132,7.136,6.856,10000
0.3312,1.083,6.828,6.685,10000
0.3837,1.039,6.548,6.499,10000
0.4352,0.999,6.295,6.299,10000
0.4852,0.961,6.059,6.083,10000
0.533,0.926,5.837,5.853,10000
0.578,0.893,5.628,5.61,10000
0.6195,0.86,5.423,5.348,10000
0.6559,0.829,5.222,5.063,10000
0.6863,0.8,5.04,4.771,10000
0.7126,0.771,4.857,4.476,10000
0.7366,0.738,4.654,4.173,10000
0.7584,0.703,4.43,3.863,10000
0.7779,0.664,4.185,3.545,10000
0.7946,0.622,3.917,3.22,10000
0.8078,0.576,3.631,2.89,10000
0.8176,0.526,3.316,2.55,10000
0.8233,0.472,2.974,2.203,10000
0.8227,0.414,2.608,1.85,10000
0.8066,0.354,2.233,1.491,10000
0.7674,0.293,1.846,1.127,10000
0.6874,0.228,1.44,0.758,10000
0.5109,0.161,1.012,0.382,10000
-0.005,0.095,0.6,-0.002,10000
0,2.302,13.191,9.259,11000
0.0356,2.167,12.419,9.175,11000
0.0751,2.035,11.66,9.068,11000
0.1185,1.906,10.922,8.938,11000
0.1655,1.789,10.249,8.788,11000
0.2154,1.685,9.653,8.617,11000
0.2673,1.593,9.126,8.426,11000
0.3204,1.511,8.66,8.214,11000
0.3738,1.439,8.244,7.984,11000
0.4266,1.374,7.874,7.735,11000
0.4781,1.315,7.536,7.468,11000
0.5278,1.261,7.223,7.182,11000
0.5746,1.21,6.933,6.881,11000
0.618,1.162,6.657,6.559,11000
0.656,1.116,6.394,6.209,11000
0.6873,1.075,6.161,5.851,11000
0.7141,1.036,5.935,5.49,11000
0.7388,0.992,5.684,5.12,11000
0.7613,0.944,5.408,4.74,11000
0.7815,0.891,5.104,4.351,11000
0.799,0.834,4.776,3.954,11000
0.8133,0.772,4.422,3.549,11000
0.8241,0.704,4.036,3.134,11000
0.8309,0.632,3.62,2.71,11000
0.8313,0.554,3.173,2.278,11000
0.8169,0.473,2.711,1.836,11000
0.7788,0.391,2.239,1.39,11000
0.7,0.304,1.741,0.935,11000
0.5234,0.212,1.216,0.471,11000
-0.004,0.124,0.712,-0.002,11000
0,2.849,14.965,11.025,12000
0.0373,2.7,14.182,10.949,12000
0.0781,2.551,13.396,10.842,12000
0.1228,2.403,12.619,10.702,12000
0.1712,2.261,11.878,10.532,12000
0.2224,2.136,11.217,10.335,12000
0.275,2.028,10.65,10.113,12000
0.3283,1.933,10.154,9.866,12000
0.3813,1.85,9.716,9.595,12000
0.4333,1.776,9.326,9.302,12000
0.4835,1.708,8.971,8.987,12000
0.5316,1.645,8.639,8.649,12000
0.5767,1.586,8.328,8.292,12000
0.6184,1.528,8.026,7.91,12000
0.6553,1.471,7.727,7.493,12000
0.6865,1.418,7.447,7.061,12000
0.7136,1.365,7.169,6.624,12000
0.7385,1.307,6.864,6.177,12000
0.7612,1.243,6.528,5.719,12000
0.7817,1.173,6.16,5.251,12000
0.7997,1.097,5.76,4.771,12000
0.8145,1.014,5.328,4.281,12000
0.8258,0.925,4.859,3.778,12000
0.8328,0.83,4.357,3.268,12000
0.8333,0.727,3.816,2.745,12000
0.8198,0.62,3.259,2.214,12000
0.7831,0.511,2.682,1.674,12000
0.7051,0.396,2.079,1.125,12000
0.5282,0.276,1.448,0.566,12000
-0.0046,0.161,0.845,-0.003,12000
0,3.348,16.232,12.911,13000
0.0399,3.207,15.546,12.85,13000
0.0829,3.064,14.853,12.766,13000
0.1292,2.919,14.149,12.636,13000
0.1788,2.774,13.447,12.459,13000
0.2311,2.635,12.775,12.242,13000
0.2845,2.516,12.198,11.991,13000
0.3375,2.417,11.717,11.711,13000
0.3896,2.329,11.291,11.398,13000
0.4401,2.251,10.912,11.061,13000
0.4885,2.178,10.561,10.695,13000
0.5346,2.109,10.226,10.302,13000
0.5778,2.043,9.904,9.885,13000
0.6178,1.976,9.581,9.438,13000
0.6536,1.907,9.247,8.948,13000
0.6847,1.839,8.914,8.435,13000
0.7121,1.769,8.578,7.914,13000
0.7373,1.693,8.21,7.381,13000
0.7603,1.61,7.808,6.836,13000
0.7811,1.52,7.368,6.279,13000
0.7996,1.421,6.887,5.708,13000
0.8151,1.313,6.366,5.122,13000
0.827,1.197,5.802,4.522,13000
0.8346,1.072,5.197,3.909,13000
0.8354,0.939,4.552,3.285,13000
0.8231,0.801,3.884,2.651,13000
0.7885,0.659,3.194,2.008,13000
0.7133,0.511,2.476,1.356,13000
0.5371,0.353,1.712,0.681,13000
-0.0048,0.202,0.981,-0.003,13000
0,3.824,17.215,14.951,13999
0.043,3.708,16.695,14.901,13999
0.0885,3.591,16.165,14.84,13999
0.1366,3.47,15.622,14.757,13999
0.187,3.347,15.068,14.608,13999
0.2394,3.219,14.49,14.387,13999
0.2934,3.09,13.913,14.112,13999
0.3463,2.986,13.442,13.794,13999
0.3972,2.898,13.047,13.437,13999
0.446,2.819,12.693,13.047,13999
0.4925,2.746,12.361,12.626,13999
0.5366,2.673,12.032,12.174,13999
0.578,2.599,11.702,11.691,13999
0.6164,2.524,11.363,11.175,13999
0.6512,2.441,10.99,10.603,13999
0.6822,2.354,10.599,9.998,13999
0.71,2.265,10.195,9.382,13999
0.7355,2.167,9.755,8.754,13999
0.7588,2.061,9.277,8.111,13999
0.7799,1.944,8.753,7.452,13999
0.7989,1.816,8.177,6.774,13999
0.8152,1.678,7.556,6.083,13999
0.828,1.528,6.877,5.368,13999
0.8362,1.369,6.163,4.647,13999
0.8376,1.2,5.401,3.909,13999
0.8266,1.024,4.608,3.16,13999
0.794,0.841,3.785,2.397,13999
0.7207,0.65,2.926,1.62,13999
0.5481,0.45,2.026,0.823,13999
0.0083,0.257,1.155,0.007,13999
0,4.332,18.2,17.191,15000
0.0462,4.253,17.87,17.163,15000
0.0941,4.172,17.531,17.127,15000
0.1435,4.091,17.187,17.081,15000
0.1946,4.008,16.84,17.016,15000
0.247,3.923,16.483,16.914,15000
0.2995,3.815,16.03,16.619,15000
0.3523,3.698,15.536,16.244,15000
0.4032,3.595,15.104,15.811,15000
0.4502,3.516,14.772,15.349,15000
0.4945,3.445,14.473,14.867,15000
0.5365,3.37,14.159,14.344,15000
0.5763,3.289,13.819,13.785,15000
0.6133,3.202,13.454,13.184,15000
0.6474,3.102,13.032,12.519,15000
0.6783,2.991,12.565,11.803,15000
0.7065,2.874,12.075,11.075,15000
0.7325,2.748,11.547,10.335,15000
0.7562,2.613,10.98,9.581,15000
0.7777,2.465,10.358,8.807,15000
0.7972,2.304,9.679,8.015,15000
0.8145,2.127,8.935,7.198,15000
0.8282,1.938,8.143,6.368,15000
0.8375,1.735,7.292,5.515,15000
0.8399,1.522,6.394,4.648,15000
0.8301,1.296,5.445,3.755,15000
0.7982,1.067,4.484,2.86,15000
0.7248,0.824,3.461,1.93,15000
0.5459,0.572,2.404,0.974,15000
-0.0054,0.338,1.421,-0.006,15000
0,5.125,20.187,19.542,16000
0.0462,5.141,20.25,19.548,16000
0.0925,5.144,20.263,19.553,16000
0.1385,5.151,20.29,19.556,16000
0.1843,5.16,20.324,19.552,16000
0.2296,5.176,20.388,19.542,16000
0.2753,5.175,20.385,19.521,16000
0.3189,5.179,20.4,19.402,16000
0.3681,5.041,19.858,19.071,16000
0.4167,4.897,19.291,18.645,16000
0.464,4.752,18.718,18.131,16000
0.5081,4.598,18.111,17.463,16000
0.5504,4.429,17.445,16.703,16000
0.5921,4.244,16.717,15.893,16000
0.6329,4.039,15.911,15.015,16000
0.6671,3.86,15.204,14.114,16000
0.6961,3.705,14.592,13.252,16000
0.7229,3.538,13.936,12.37,16000
0.7475,3.36,13.237,11.474,16000
0.7699,3.167,12.477,10.553,16000
0.7906,2.955,11.641,9.605,16000
0.8095,2.721,10.719,8.626,16000
0.8253,2.475,9.75,7.634,16000
0.8356,2.219,8.74,6.628,16000
0.8358,1.955,7.7,5.597,16000
0.8213,1.682,6.624,4.542,16000
0.7833,1.395,5.496,3.457,16000
0.702,1.093,4.307,2.337,16000
0.5062,0.795,3.133,1.182,16000
-0.0043,0.502,1.976,-0.006,16000
0,5.729,21.238,21.96,17000
0.0484,5.841,21.653,21.97,17000
0.0948,5.967,22.123,21.98,17000
0.129,6.602,24.475,22.042,17000
0.1705,6.659,24.688,22.046,17000
0.2112,6.719,24.909,22.047,17000
0.2646,6.422,23.81,22.003,17000
0.29,6.851,25.399,22.046,17000
0.329,6.881,25.51,21.982,17000
0.3713,6.774,25.115,21.709,17000
0.4139,6.642,24.624,21.356,17000
0.4566,6.486,24.046,20.913,17000
0.498,6.291,23.323,20.278,17000
0.5365,6.083,22.552,19.501,17000
0.5719,5.873,21.774,18.637,17000
0.6019,5.687,21.083,17.725,17000
0.6281,5.513,20.44,16.813,17000
0.6523,5.311,19.689,15.827,17000
0.6723,5.076,18.818,14.727,17000
0.6958,4.765,17.664,13.553,17000
0.7149,4.43,16.425,12.3,17000
0.731,4.08,15.126,11.031,17000
0.7437,3.711,13.758,9.744,17000
0.7503,3.328,12.338,8.432,17000
0.7501,2.923,10.838,7.097,17000
0.7362,2.509,9.303,5.74,17000
0.7015,2.078,7.705,4.355,17000
0.6231,1.643,6.092,2.945,17000
0.4356,1.248,4.629,1.509,17000
-0.0026,0.843,3.126,-0.006,17000
0,8.091,28.329,24.435,18000
0.0418,8.051,28.188,24.41,18000
0.0839,8.018,28.075,24.382,18000
0.126,8.003,28.023,24.352,18000
0.1673,8.026,28.101,24.321,18000
0.2075,8.077,28.28,24.288,18000
0.247,8.13,28.466,24.251,18000
0.2856,8.191,28.678,24.21,18000
0.3259,8.182,28.648,24.154,18000
0.3645,8.191,28.681,24.035,18000
0.4001,8.188,28.668,23.737,18000
0.4348,8.12,28.432,23.259,18000
0.4681,8.015,28.062,22.655,18000
0.4994,7.883,27.6,21.942,18000
0.5279,7.727,27.057,21.112,18000
0.5547,7.538,26.394,20.198,18000
0.5794,7.336,25.687,19.251,18000
0.6038,7.058,24.711,18.163,18000
0.625,6.708,23.489,16.879,18000
0.644,6.331,22.169,15.548,18000
0.6596,5.933,20.776,14.18,18000
0.6721,5.512,19.301,12.783,18000
0.6803,5.064,17.73,11.345,18000
0.6813,4.597,16.097,9.867,18000
0.6741,4.109,14.388,8.363,18000
0.5722,3.03,10.608,4.831,18000
0.4327,2.486,8.705,2.887,18000
0.2861,2.151,7.531,1.593,18000
-0.0581,1.672,5.853,-0.243,18000
