Efficiency,PWR,Torque,Thrust,RPM
0.493,2.064,13.01,11.27,10000
0.5384,2.004,12.628,10.861,10000
0.5811,1.944,12.25,10.423,10000
0.6207,1.884,11.872,9.96,10000
0.657,1.822,11.481,9.467,10000
0.6897,1.755,11.064,8.938,10000
0.7182,1.686,10.627,8.381,10000
0.7434,1.614,10.172,7.815,10000
0.7665,1.534,9.671,7.236,10000
0.7874,1.448,9.123,6.643,10000
0.8059,1.353,8.527,6.037,10000
0.8214,1.251,7.882,5.417,10000
0.8335,1.14,7.185,4.783,10000
0.8414,1.021,6.435,4.136,10000
0.8428,0.894,5.636,3.478,10000
0.832,0.762,4.802,2.808,10000
0.8025,0.622,3.922,2.127,10000
0.7391,0.472,2.976,1.431,10000
0.5816,0.313,1.975,0.721,10000
-0.0004,0.176,1.108,0,10000
0,3.518,20.156,16.571,11000
0.0478,3.434,19.678,16.515,11000
0.0974,3.346,19.172,16.409,11000
0.1488,3.253,18.636,16.238,11000
0.2015,3.158,18.092,16.018,11000
0.2548,3.07,17.588,15.752,11000
0.3073,2.996,17.164,15.446,11000
0.3585,2.928,16.777,15.1,11000
0.4082,2.864,16.411,14.715,11000
0.4559,2.802,16.054,14.291,11000
0.5015,2.74,15.699,13.835,11000
0.5445,2.678,15.346,13.347,11000
0.5848,2.614,14.974,12.824,11000
0.6222,2.546,14.585,12.267,11000
0.6567,2.471,14.161,11.672,11000
0.6882,2.388,13.681,11.03,11000
0.7166,2.294,13.145,10.346,11000
0.7421,2.196,12.58,9.65,11000
0.7654,2.088,11.962,8.939,11000
0.7867,1.969,11.283,8.21,11000
0.8058,1.841,10.55,7.469,11000
0.822,1.702,9.752,6.708,11000
0.8348,1.551,8.888,5.926,11000
0.8433,1.388,7.953,5.124,11000
0.8453,1.216,6.966,4.311,11000
0.8361,1.035,5.929,3.484,11000
0.8094,0.842,4.827,2.641,11000
0.7489,0.637,3.648,1.778,11000
0.5939,0.42,2.405,0.897,11000
0.0012,0.233,1.337,0.001,11000
0,3.809,20.003,19.596,12000
0.0555,3.821,20.066,19.587,12000
0.1106,3.832,20.125,19.567,12000
0.1651,3.839,20.162,19.512,12000
0.2189,3.821,20.069,19.314,12000
0.2719,3.79,19.904,19.033,12000
0.3237,3.751,19.701,18.689,12000
0.373,3.717,19.52,18.291,12000
0.4202,3.678,19.318,17.843,12000
0.4652,3.634,19.086,17.348,12000
0.508,3.582,18.813,16.808,12000
0.5486,3.523,18.504,16.231,12000
0.5868,3.456,18.153,15.61,12000
0.6223,3.38,17.754,14.946,12000
0.6552,3.294,17.298,14.235,12000
0.6856,3.19,16.757,13.469,12000
0.7139,3.068,16.111,12.642,12000
0.7397,2.935,15.416,11.796,12000
0.7633,2.791,14.657,10.931,12000
0.785,2.632,13.825,10.045,12000
0.8048,2.459,12.916,9.14,12000
0.8219,2.271,11.925,8.208,12000
0.8356,2.068,10.861,7.254,12000
0.8446,1.851,9.724,6.28,12000
0.8468,1.622,8.518,5.285,12000
0.8385,1.38,7.248,4.275,12000
0.8133,1.123,5.9,3.246,12000
0.7521,0.851,4.47,2.19,12000
0.5915,0.568,2.982,1.108,12000
0.0001,0.325,1.706,0,12000
0,4.802,23.28,22.922,13000
0.0554,4.846,23.493,22.931,13000
0.1099,4.891,23.713,22.94,13000
0.1634,4.936,23.931,22.95,13000
0.216,4.981,24.148,22.96,13000
0.2678,5.022,24.349,22.963,13000
0.319,5.019,24.331,22.779,13000
0.3676,4.999,24.237,22.41,13000
0.4137,4.962,24.057,21.906,13000
0.4576,4.906,23.783,21.29,13000
0.4997,4.832,23.425,20.61,13000
0.5401,4.744,22.998,19.884,13000
0.579,4.636,22.475,19.095,13000
0.6154,4.52,21.915,18.267,13000
0.6489,4.393,21.297,17.38,13000
0.6793,4.251,20.61,16.435,13000
0.7077,4.086,19.811,15.43,13000
0.7344,3.905,18.933,14.402,13000
0.7588,3.708,17.979,13.345,13000
0.7812,3.494,16.94,12.264,13000
0.8015,3.259,15.799,11.149,13000
0.8189,3.007,14.58,10.012,13000
0.8328,2.739,13.28,8.852,13000
0.8416,2.458,11.919,7.679,13000
0.8429,2.159,10.467,6.473,13000
0.8329,1.844,8.942,5.246,13000
0.8045,1.507,7.307,3.981,13000
0.7379,1.153,5.59,2.69,13000
0.5567,0.797,3.863,1.352,13000
-0.0074,0.494,2.395,-0.011,13000
0,6.048,27.229,26.602,13999
0.0544,6.166,27.758,26.617,13999
0.1065,6.297,28.347,26.635,13999
0.1563,6.444,29.009,26.656,13999
0.2027,6.631,29.854,26.682,13999
0.2447,6.875,30.951,26.715,13999
0.2754,7.347,33.076,26.778,13999
0.3196,7.375,33.202,26.741,13999
0.3608,7.381,33.226,26.433,13999
0.4044,7.279,32.769,25.975,13999
0.4475,7.154,32.205,25.423,13999
0.4899,7.002,31.522,24.766,13999
0.5306,6.824,30.718,23.961,13999
0.5682,6.639,29.888,23.044,13999
0.6019,6.451,29.041,22.023,13999
0.6316,6.264,28.199,20.943,13999
0.6577,6.061,27.284,19.783,13999
0.6819,5.813,26.169,18.516,13999
0.7035,5.544,24.957,17.207,13999
0.7264,5.188,23.357,15.753,13999
0.7514,4.778,21.509,14.254,13999
0.7699,4.379,19.712,12.747,13999
0.785,3.974,17.888,11.259,13999
0.7956,3.549,15.977,9.749,13999
0.7991,3.112,14.01,8.229,13999
0.7906,2.655,11.952,6.667,13999
0.7587,2.187,9.845,5.068,13999
0.6703,1.734,7.805,3.418,13999
0.4673,1.299,5.85,1.722,13999
-0.0005,0.849,3.82,-0.001,13999
0,8.092,33.999,30.459,15000
0.0508,8.246,34.649,30.461,15000
0.0995,8.417,35.365,30.463,15000
0.146,8.604,36.15,30.467,15000
0.1899,8.821,37.065,30.471,15000
0.2116,9.931,41.726,30.585,15000
0.2519,10.008,42.052,30.571,15000
0.2958,9.93,41.724,30.53,15000
0.3319,10.105,42.46,30.502,15000
0.3742,9.959,41.843,30.13,15000
0.416,9.784,41.108,29.617,15000
0.4564,9.604,40.354,28.993,15000
0.4925,9.466,39.774,28.268,15000
0.5172,9.512,39.967,27.536,15000
0.5467,9.344,39.259,26.55,15000
0.5771,8.993,37.786,25.177,15000
0.6061,8.573,36.022,23.63,15000
0.6347,8.074,33.926,21.934,15000
0.6612,7.556,31.748,20.196,15000
0.6846,7.03,29.539,18.431,15000
0.6998,6.579,27.645,16.75,15000
0.7102,6.16,25.882,15.158,15000
0.7129,5.776,24.268,13.618,15000
0.7068,5.34,22.438,11.94,15000
0.674,4.764,20.016,9.734,15000
0.5227,3.265,13.721,4.777,15000
0.3499,2.619,11.003,2.47,15000
0.191,2.23,9.371,1.107,15000
-0.2964,1.66,6.976,-1.235,15000
