Efficiency,PWR,Torque,Thrust,RPM
0,0,0.002,0.004,1000
0.0619,0,0.002,0.004,1000
0.1214,0,0.002,0.004,1000
0.1784,0,0.002,0.004,1000
0.2329,0,0.002,0.004,1000
0.2848,0,0.002,0.004,1000
0.3341,0,0.002,0.004,1000
0.3807,0,0.002,0.004,1000
0.4246,0,0.002,0.004,1000
0.4657,0,0.002,0.004,1000
0.504,0,0.002,0.004,1000
0.5392,0,0.002,0.003,1000
0.5713,0,0.002,0.003,1000
0.5999,0,0.002,0.003,1000
0.6251,0,0.002,0.003,1000
0.6471,0,0.002,0.003,1000
0.6658,0,0.002,0.003,1000
0.6815,0,0.001,0.002,1000
0.6943,0,0.001,0.002,1000
0.7044,0,0.001,0.002,1000
0.712,0,0.001,0.002,1000
0.7173,0,0.001,0.002,1000
0.7191,0,0.001,0.001,1000
0.7155,0,0.001,0.001,1000
0.7048,0,0.001,0.001,1000
0.6821,0,0.001,0.001,1000
0.6377,0,0.001,0.001,1000
0.5536,0,0.001,0,1000
0.3864,0,0,0,1000
-0.0023,0,0,0,1000
0,0,0.006,0.016,2000
0.0619,0,0.007,0.016,2000
0.1214,0,0.007,0.016,2000
0.1784,0,0.007,0.016,2000
0.2329,0,0.007,0.016,2000
0.2848,0,0.007,0.016,2000
0.3341,0,0.007,0.015,2000
0.3807,0,0.007,0.015,2000
0.4247,0,0.007,0.015,2000
0.4658,0,0.007,0.014,2000
0.5041,0,0.007,0.014,2000
0.5393,0,0.007,0.013,2000
0.5714,0,0.007,0.013,2000
0.6,0,0.007,0.012,2000
0.6253,0,0.006,0.012,2000
0.6473,0,0.006,0.011,2000
0.666,0,0.006,0.01,2000
0.6817,0,0.006,0.01,2000
0.6945,0,0.006,0.009,2000
0.7046,0,0.005,0.008,2000
0.7122,0,0.005,0.007,2000
0.7175,0,0.005,0.007,2000
0.7193,0,0.004,0.006,2000
0.7158,0,0.004,0.005,2000
0.7051,0,0.004,0.004,2000
0.6825,0,0.003,0.003,2000
0.6381,0,0.003,0.003,2000
0.5543,0,0.002,0.002,2000
0.387,0,0.002,0.001,2000
-0.0023,0,0.001,0,2000
0,0.001,0.015,0.037,3000
0.062,0.001,0.015,0.037,3000
0.1215,0.001,0.015,0.037,3000
0.1785,0.001,0.015,0.036,3000
0.233,0.001,0.015,0.036,3000
0.2848,0.001,0.015,0.035,3000
0.3341,0.001,0.015,0.035,3000
0.3807,0.001,0.016,0.034,3000
0.4246,0.001,0.016,0.033,3000
0.4657,0.001,0.016,0.033,3000
0.504,0.001,0.016,0.032,3000
0.5392,0.001,0.015,0.03,3000
0.5713,0.001,0.015,0.029,3000
0.5999,0.001,0.015,0.028,3000
0.6252,0.001,0.015,0.026,3000
0.6472,0.001,0.014,0.025,3000
0.6659,0.001,0.014,0.023,3000
0.6817,0.001,0.013,0.022,3000
0.6945,0.001,0.013,0.02,3000
0.7046,0.001,0.012,0.018,3000
0.7122,0.001,0.012,0.017,3000
0.7175,0.001,0.011,0.015,3000
0.7194,0,0.01,0.013,3000
0.7159,0,0.009,0.011,3000
0.7054,0,0.008,0.01,3000
0.6829,0,0.007,0.008,3000
0.6386,0,0.006,0.006,3000
0.5551,0,0.005,0.004,3000
0.3882,0,0.004,0.002,3000
-0.0017,0,0.002,0,3000
0,0.002,0.026,0.066,4000
0.0619,0.002,0.026,0.065,4000
0.1214,0.002,0.027,0.065,4000
0.1784,0.002,0.027,0.064,4000
0.2329,0.002,0.027,0.064,4000
0.2848,0.002,0.027,0.063,4000
0.3341,0.002,0.028,0.062,4000
0.3807,0.002,0.028,0.061,4000
0.4246,0.002,0.028,0.059,4000
0.4657,0.002,0.028,0.058,4000
0.5039,0.002,0.028,0.056,4000
0.5392,0.002,0.027,0.054,4000
0.5713,0.002,0.027,0.052,4000
0.5999,0.002,0.026,0.049,4000
0.6252,0.002,0.026,0.047,4000
0.6472,0.002,0.025,0.044,4000
0.666,0.002,0.025,0.041,4000
0.6817,0.002,0.024,0.038,4000
0.6946,0.001,0.023,0.036,4000
0.7047,0.001,0.022,0.033,4000
0.7123,0.001,0.021,0.03,4000
0.7176,0.001,0.019,0.027,4000
0.7194,0.001,0.018,0.023,4000
0.716,0.001,0.016,0.02,4000
0.7055,0.001,0.014,0.017,4000
0.683,0.001,0.012,0.014,4000
0.6387,0.001,0.01,0.01,4000
0.5549,0.001,0.008,0.007,4000
0.3882,0,0.006,0.003,4000
-0.0015,0,0.004,0,4000
0,0.003,0.04,0.103,5000
0.0619,0.003,0.041,0.102,5000
0.1214,0.003,0.041,0.102,5000
0.1784,0.003,0.042,0.101,5000
0.2329,0.003,0.042,0.1,5000
0.2848,0.003,0.043,0.098,5000
0.3341,0.003,0.043,0.097,5000
0.3807,0.003,0.043,0.095,5000
0.4246,0.003,0.043,0.093,5000
0.4657,0.003,0.043,0.091,5000
0.504,0.003,0.043,0.088,5000
0.5393,0.003,0.043,0.085,5000
0.5714,0.003,0.042,0.081,5000
0.6,0.003,0.041,0.077,5000
0.6253,0.003,0.04,0.073,5000
0.6474,0.003,0.039,0.069,5000
0.6661,0.003,0.038,0.064,5000
0.6819,0.003,0.037,0.06,5000
0.6947,0.003,0.036,0.056,5000
0.7048,0.003,0.034,0.051,5000
0.7124,0.003,0.032,0.046,5000
0.7177,0.002,0.03,0.042,5000
0.7195,0.002,0.028,0.037,5000
0.7161,0.002,0.025,0.032,5000
0.7055,0.002,0.022,0.027,5000
0.6827,0.002,0.019,0.021,5000
0.6381,0.001,0.016,0.016,5000
0.5544,0.001,0.013,0.011,5000
0.3872,0.001,0.01,0.005,5000
-0.0018,0.001,0.007,0,5000
0,0.006,0.058,0.148,6000
0.0619,0.006,0.059,0.147,6000
0.1213,0.006,0.06,0.146,6000
0.1782,0.006,0.061,0.145,6000
0.2327,0.006,0.061,0.144,6000
0.2845,0.006,0.062,0.142,6000
0.3338,0.006,0.062,0.14,6000
0.3804,0.006,0.062,0.137,6000
0.4243,0.006,0.063,0.134,6000
0.4655,0.006,0.063,0.131,6000
0.5038,0.006,0.062,0.127,6000
0.5391,0.006,0.062,0.122,6000
0.5712,0.006,0.061,0.116,6000
0.5998,0.006,0.059,0.111,6000
0.6252,0.006,0.058,0.105,6000
0.6473,0.005,0.057,0.099,6000
0.6661,0.005,0.055,0.093,6000
0.6818,0.005,0.054,0.087,6000
0.6947,0.005,0.051,0.08,6000
0.7048,0.005,0.049,0.074,6000
0.7124,0.004,0.047,0.067,6000
0.7178,0.004,0.044,0.06,6000
0.7196,0.004,0.04,0.053,6000
0.7162,0.003,0.036,0.046,6000
0.7057,0.003,0.032,0.038,6000
0.6833,0.003,0.028,0.031,6000
0.6389,0.002,0.024,0.023,6000
0.5553,0.002,0.019,0.016,6000
0.3888,0.001,0.014,0.008,6000
-0.002,0.001,0.009,0,6000
0,0.009,0.079,0.202,7000
0.0618,0.009,0.081,0.201,7000
0.1212,0.009,0.082,0.199,7000
0.1781,0.009,0.083,0.198,7000
0.2325,0.009,0.083,0.196,7000
0.2844,0.009,0.084,0.193,7000
0.3336,0.009,0.085,0.19,7000
0.3803,0.009,0.085,0.187,7000
0.4242,0.009,0.085,0.183,7000
0.4653,0.009,0.085,0.178,7000
0.5036,0.009,0.085,0.173,7000
0.5389,0.009,0.084,0.166,7000
0.5711,0.009,0.083,0.159,7000
0.5998,0.009,0.081,0.151,7000
0.6252,0.009,0.079,0.143,7000
0.6473,0.009,0.077,0.135,7000
0.6661,0.008,0.075,0.127,7000
0.6819,0.008,0.073,0.118,7000
0.6948,0.008,0.07,0.109,7000
0.7049,0.007,0.067,0.1,7000
0.7125,0.007,0.063,0.091,7000
0.7179,0.007,0.059,0.082,7000
0.7198,0.006,0.055,0.072,7000
0.7164,0.006,0.05,0.062,7000
0.7059,0.005,0.044,0.052,7000
0.6836,0.004,0.038,0.042,7000
0.6392,0.004,0.032,0.032,7000
0.5558,0.003,0.026,0.021,7000
0.3888,0.002,0.019,0.011,7000
-0.0019,0.001,0.013,0,7000
0,0.013,0.104,0.264,8000
0.0618,0.013,0.105,0.263,8000
0.1211,0.014,0.107,0.261,8000
0.178,0.014,0.108,0.258,8000
0.2323,0.014,0.109,0.256,8000
0.2841,0.014,0.11,0.253,8000
0.3334,0.014,0.111,0.249,8000
0.38,0.014,0.112,0.244,8000
0.4239,0.014,0.112,0.239,8000
0.4651,0.014,0.112,0.233,8000
0.5034,0.014,0.111,0.226,8000
0.5388,0.014,0.11,0.217,8000
0.571,0.014,0.108,0.208,8000
0.5997,0.013,0.106,0.197,8000
0.6251,0.013,0.104,0.187,8000
0.6473,0.013,0.101,0.177,8000
0.6661,0.013,0.099,0.166,8000
0.6819,0.012,0.095,0.155,8000
0.6948,0.012,0.092,0.143,8000
0.705,0.011,0.088,0.131,8000
0.7126,0.011,0.083,0.119,8000
0.7179,0.01,0.078,0.107,8000
0.7199,0.009,0.072,0.095,8000
0.7165,0.008,0.065,0.082,8000
0.7061,0.007,0.058,0.069,8000
0.6838,0.006,0.05,0.055,8000
0.6397,0.005,0.042,0.042,8000
0.5562,0.004,0.034,0.028,8000
0.3896,0.003,0.025,0.014,8000
-0.0016,0.002,0.017,0,8000
0,0.019,0.132,0.335,9000
0.0617,0.019,0.134,0.333,9000
0.121,0.019,0.135,0.33,9000
0.1778,0.02,0.137,0.328,9000
0.2322,0.02,0.138,0.324,9000
0.284,0.02,0.14,0.32,9000
0.3332,0.02,0.141,0.315,9000
0.3799,0.02,0.141,0.31,9000
0.4238,0.02,0.142,0.303,9000
0.465,0.02,0.142,0.295,9000
0.5033,0.02,0.141,0.286,9000
0.5387,0.02,0.14,0.276,9000
0.571,0.02,0.137,0.263,9000
0.5997,0.019,0.135,0.25,9000
0.6252,0.019,0.132,0.237,9000
0.6473,0.018,0.129,0.224,9000
0.6662,0.018,0.125,0.21,9000
0.682,0.017,0.121,0.196,9000
0.695,0.017,0.116,0.181,9000
0.7052,0.016,0.111,0.167,9000
0.7127,0.015,0.105,0.151,9000
0.7181,0.014,0.098,0.136,9000
0.72,0.013,0.091,0.12,9000
0.7167,0.012,0.082,0.103,9000
0.7062,0.01,0.073,0.087,9000
0.6838,0.009,0.063,0.07,9000
0.6396,0.008,0.053,0.053,9000
0.5561,0.006,0.043,0.035,9000
0.3891,0.005,0.032,0.018,9000
-0.0022,0.003,0.021,0,9000
0,0.026,0.163,0.414,10000
0.0616,0.026,0.165,0.411,10000
0.1209,0.027,0.168,0.408,10000
0.1776,0.027,0.17,0.405,10000
0.2319,0.027,0.171,0.401,10000
0.2837,0.027,0.173,0.396,10000
0.333,0.028,0.174,0.39,10000
0.3796,0.028,0.175,0.383,10000
0.4236,0.028,0.176,0.375,10000
0.4648,0.028,0.175,0.365,10000
0.5032,0.028,0.175,0.354,10000
0.5386,0.027,0.173,0.341,10000
0.5709,0.027,0.17,0.326,10000
0.5997,0.026,0.167,0.31,10000
0.6252,0.026,0.163,0.294,10000
0.6474,0.025,0.159,0.277,10000
0.6663,0.025,0.155,0.26,10000
0.6822,0.024,0.15,0.242,10000
0.6951,0.023,0.144,0.224,10000
0.7053,0.022,0.138,0.206,10000
0.7129,0.021,0.13,0.187,10000
0.7183,0.019,0.122,0.168,10000
0.7202,0.018,0.112,0.148,10000
0.7169,0.016,0.102,0.128,10000
0.7065,0.014,0.091,0.108,10000
0.6843,0.012,0.078,0.087,10000
0.6402,0.01,0.066,0.065,10000
0.5568,0.008,0.053,0.044,10000
0.3897,0.006,0.039,0.022,10000
-0.0034,0.004,0.026,0,10000
0,0.035,0.198,0.501,11000
0.0615,0.035,0.201,0.498,11000
0.1207,0.035,0.203,0.495,11000
0.1774,0.036,0.206,0.491,11000
0.2317,0.036,0.208,0.486,11000
0.2835,0.037,0.21,0.48,11000
0.3327,0.037,0.211,0.473,11000
0.3793,0.037,0.213,0.465,11000
0.4233,0.037,0.213,0.455,11000
0.4646,0.037,0.213,0.443,11000
0.503,0.037,0.212,0.43,11000
