Efficiency,PWR,Torque,Thrust,RPM
0.53,0.011,0.142,0.207,5000
0.5683,0.011,0.143,0.202,5000
0.6038,0.011,0.142,0.196,5000
0.6363,0.011,0.141,0.19,5000
0.6657,0.011,0.139,0.181,5000
0.6917,0.011,0.135,0.171,5000
0.7139,0.01,0.131,0.16,5000
0.7327,0.01,0.127,0.15,5000
0.748,0.01,0.122,0.139,5000
0.7602,0.009,0.116,0.127,5000
0.7694,0.009,0.11,0.116,5000
0.7761,0.008,0.103,0.104,5000
0.7805,0.007,0.094,0.092,5000
0.7817,0.007,0.085,0.079,5000
0.7769,0.006,0.075,0.066,5000
0.7631,0.005,0.064,0.053,5000
0.7285,0.004,0.052,0.04,5000
0.6519,0.003,0.041,0.027,5000
0.4788,0.002,0.029,0.013,5000
-0.0008,0.001,0.017,0,5000
0,0.017,0.176,0.318,6000
0.0647,0.017,0.179,0.318,6000
0.1268,0.017,0.183,0.317,6000
0.1863,0.018,0.186,0.317,6000
0.2432,0.018,0.19,0.316,6000
0.2974,0.018,0.193,0.315,6000
0.349,0.019,0.196,0.313,6000
0.3981,0.019,0.199,0.311,6000
0.4445,0.019,0.202,0.308,6000
0.4883,0.019,0.204,0.303,6000
0.5294,0.02,0.205,0.298,6000
0.5678,0.02,0.206,0.291,6000
0.6033,0.02,0.205,0.283,6000
0.6359,0.019,0.204,0.273,6000
0.6654,0.019,0.201,0.262,6000
0.6914,0.019,0.195,0.247,6000
0.7137,0.018,0.189,0.232,6000
0.7325,0.017,0.183,0.216,6000
0.7479,0.017,0.176,0.2,6000
0.7601,0.016,0.168,0.184,6000
0.7694,0.015,0.159,0.167,6000
0.7761,0.014,0.148,0.15,6000
0.7805,0.013,0.136,0.133,6000
0.7819,0.012,0.123,0.115,6000
0.7771,0.01,0.108,0.096,6000
0.7635,0.009,0.092,0.077,6000
0.7295,0.007,0.076,0.058,6000
0.6534,0.006,0.059,0.039,6000
0.481,0.004,0.041,0.02,6000
-0.0018,0.002,0.025,0,6000
0,0.027,0.24,0.433,7000
0.0646,0.027,0.244,0.433,7000
0.1266,0.028,0.249,0.432,7000
0.1861,0.028,0.254,0.432,7000
0.243,0.029,0.259,0.431,7000
0.2972,0.029,0.263,0.429,7000
0.3488,0.03,0.268,0.427,7000
0.3978,0.03,0.272,0.424,7000
0.4443,0.031,0.275,0.419,7000
0.4881,0.031,0.278,0.414,7000
0.5292,0.031,0.28,0.406,7000
0.5676,0.031,0.281,0.397,7000
0.6032,0.031,0.28,0.386,7000
0.6358,0.031,0.278,0.373,7000
0.6653,0.03,0.274,0.357,7000
0.6914,0.03,0.267,0.337,7000
0.7137,0.029,0.258,0.316,7000
0.7326,0.028,0.249,0.295,7000
0.748,0.027,0.24,0.273,7000
0.7602,0.025,0.229,0.251,7000
0.7695,0.024,0.216,0.228,7000
0.7762,0.022,0.202,0.205,7000
0.7806,0.021,0.186,0.181,7000
0.782,0.019,0.168,0.156,7000
0.7773,0.016,0.148,0.131,7000
0.7636,0.014,0.126,0.105,7000
0.7294,0.011,0.103,0.079,7000
0.6532,0.009,0.08,0.053,7000
0.4805,0.006,0.056,0.027,7000
-0.0017,0.004,0.034,0,7000
0,0.04,0.314,0.566,8000
0.0645,0.041,0.32,0.566,8000
0.1265,0.041,0.326,0.565,8000
0.1859,0.042,0.332,0.564,8000
0.2427,0.043,0.338,0.563,8000
0.2969,0.044,0.345,0.561,8000
0.3485,0.045,0.351,0.558,8000
0.3975,0.045,0.356,0.554,8000
0.4439,0.046,0.361,0.549,8000
0.4877,0.046,0.364,0.541,8000
0.5289,0.047,0.367,0.531,8000
0.5673,0.047,0.367,0.519,8000
0.6029,0.047,0.367,0.505,8000
0.6356,0.046,0.364,0.488,8000
0.6651,0.046,0.359,0.467,8000
0.6913,0.044,0.349,0.441,8000
0.7137,0.043,0.338,0.414,8000
0.7326,0.041,0.327,0.386,8000
0.748,0.04,0.314,0.357,8000
0.7603,0.038,0.299,0.328,8000
0.7696,0.036,0.283,0.299,8000
0.7763,0.034,0.265,0.268,8000
0.7808,0.031,0.243,0.237,8000
0.7821,0.028,0.219,0.205,8000
0.7775,0.025,0.193,0.172,8000
0.7638,0.021,0.165,0.138,8000
0.7297,0.017,0.135,0.104,8000
0.6535,0.013,0.104,0.069,8000
0.4806,0.009,0.074,0.035,8000
-0.0012,0.006,0.044,0,8000
0,0.057,0.398,0.717,9000
0.0644,0.058,0.406,0.716,9000
0.1263,0.059,0.413,0.715,9000
0.1856,0.06,0.421,0.714,9000
0.2424,0.061,0.429,0.713,9000
0.2965,0.062,0.437,0.71,9000
0.348,0.063,0.445,0.707,9000
0.397,0.064,0.452,0.702,9000
0.4434,0.065,0.458,0.695,9000
0.4872,0.066,0.462,0.686,9000
0.5284,0.066,0.465,0.674,9000
0.5668,0.067,0.466,0.659,9000
0.6025,0.066,0.465,0.641,9000
0.6352,0.066,0.462,0.619,9000
0.6648,0.065,0.456,0.593,9000
0.691,0.063,0.443,0.56,9000
0.7135,0.061,0.43,0.525,9000
0.7325,0.059,0.415,0.49,9000
0.748,0.057,0.398,0.454,9000
0.7603,0.054,0.38,0.417,9000
0.7697,0.051,0.36,0.379,9000
0.7764,0.048,0.336,0.341,9000
0.7809,0.044,0.309,0.301,9000
0.7823,0.04,0.279,0.26,9000
0.7777,0.035,0.246,0.218,9000
0.7641,0.03,0.209,0.175,9000
0.7304,0.024,0.171,0.132,9000
0.6545,0.019,0.133,0.088,9000
0.4821,0.013,0.094,0.044,9000
-0.0013,0.008,0.056,0,9000
0,0.078,0.493,0.885,10000
0.0642,0.08,0.502,0.885,10000
0.1259,0.081,0.511,0.884,10000
0.1851,0.083,0.521,0.882,10000
0.2418,0.084,0.531,0.881,10000
0.2958,0.086,0.541,0.878,10000
0.3473,0.087,0.55,0.874,10000
0.3962,0.089,0.559,0.868,10000
0.4426,0.09,0.567,0.86,10000
0.4864,0.091,0.572,0.849,10000
0.5276,0.091,0.576,0.834,10000
0.566,0.092,0.578,0.816,10000
0.6017,0.092,0.577,0.793,10000
0.6345,0.091,0.573,0.767,10000
0.6642,0.09,0.565,0.735,10000
0.6907,0.087,0.549,0.694,10000
0.7134,0.084,0.532,0.651,10000
0.7326,0.082,0.514,0.607,10000
0.7485,0.078,0.493,0.563,10000
0.7612,0.075,0.47,0.517,10000
0.7711,0.071,0.445,0.47,10000
0.7783,0.066,0.416,0.423,10000
0.7833,0.061,0.382,0.373,10000
0.7853,0.055,0.345,0.323,10000
0.7813,0.048,0.304,0.271,10000
0.7683,0.041,0.259,0.218,10000
0.7356,0.034,0.212,0.165,10000
0.6606,0.026,0.164,0.11,10000
0.488,0.018,0.115,0.055,10000
-0.0009,0.011,0.068,0,10000
0,0.102,0.586,1.07,11000
0.0652,0.104,0.598,1.07,11000
0.1278,0.106,0.61,1.069,11000
0.1876,0.109,0.623,1.067,11000
0.2447,0.111,0.635,1.065,11000
0.299,0.113,0.648,1.062,11000
0.3506,0.115,0.66,1.058,11000
0.3996,0.117,0.672,1.051,11000
0.4459,0.119,0.682,1.042,11000
0.4897,0.12,0.689,1.028,11000
0.5307,0.121,0.695,1.011,11000
0.5691,0.122,0.697,0.989,11000
0.6047,0.122,0.696,0.962,11000
0.6375,0.121,0.692,0.93,11000
0.6674,0.119,0.682,0.891,11000
0.6941,0.116,0.664,0.842,11000
0.7173,0.112,0.642,0.79,11000
0.7372,0.108,0.619,0.737,11000
0.7539,0.104,0.594,0.682,11000
0.7675,0.099,0.566,0.627,11000
0.7782,0.093,0.534,0.57,11000
0.7862,0.087,0.498,0.512,11000
0.7919,0.08,0.458,0.452,11000
0.794,0.072,0.412,0.39,11000
0.7901,0.063,0.363,0.328,11000
0.777,0.054,0.31,0.264,11000
0.7433,0.044,0.254,0.199,11000
0.6668,0.034,0.196,0.133,11000
0.4919,0.024,0.138,0.067,11000
-0.0021,0.014,0.082,0,11000
0,0.13,0.684,1.273,12000
0.0664,0.133,0.699,1.272,12000
0.1298,0.136,0.715,1.272,12000
0.1903,0.139,0.73,1.27,12000
0.2478,0.142,0.746,1.268,12000
0.3024,0.145,0.763,1.265,12000
0.3541,0.148,0.779,1.26,12000
0.403,0.151,0.793,1.252,12000
0.4492,0.154,0.806,1.242,12000
0.4927,0.156,0.817,1.226,12000
0.5336,0.157,0.824,1.206,12000
0.5718,0.158,0.828,1.18,12000
0.6072,0.158,0.828,1.148,12000
0.6399,0.157,0.823,1.111,12000
0.6699,0.154,0.811,1.064,12000
0.6969,0.15,0.789,1.005,12000
0.7205,0.145,0.764,0.943,12000
0.7411,0.14,0.736,0.88,12000
0.7586,0.134,0.705,0.815,12000
0.773,0.128,0.671,0.748,12000
0.7846,0.12,0.632,0.68,12000
0.7935,0.112,0.589,0.61,12000
0.7998,0.103,0.54,0.539,12000
0.8022,0.093,0.487,0.466,12000
0.7986,0.082,0.429,0.391,12000
0.7854,0.07,0.366,0.315,12000
0.7516,0.057,0.3,0.238,12000
0.6748,0.044,0.232,0.159,12000
0.4997,0.031,0.164,0.08,12000
-0.0019,0.018,0.097,0,12000
0,0.163,0.789,1.493,13000
0.0675,0.166,0.807,1.493,13000
0.1318,0.17,0.826,1.492,13000
0.1929,0.174,0.846,1.49,13000
0.2508,0.179,0.866,1.488,13000
0.3056,0.183,0.886,1.484,13000
0.3574,0.187,0.906,1.479,13000
0.4063,0.191,0.925,1.472,13000
0.4523,0.194,0.942,1.459,13000
0.4956,0.197,0.955,1.442,13000
0.5363,0.199,0.965,1.418,13000
0.5743,0.2,0.97,1.389,13000
0.6096,0.2,0.971,1.352,13000
0.6422,0.199,0.966,1.308,13000
0.6722,0.196,0.953,1.254,13000
0.6995,0.191,0.927,1.184,13000
0.7236,0.185,0.896,1.111,13000
0.7447,0.178,0.863,1.036,13000
0.763,0.17,0.825,0.959,13000
0.7782,0.162,0.784,0.88,13000
0.7906,0.152,0.738,0.8,13000
0.8003,0.142,0.687,0.718,13000
0.8073,0.13,0.63,0.633,13000
0.8099,0.117,0.567,0.548,13000
0.8066,0.103,0.5,0.46,13000
0.7931,0.088,0.426,0.371,13000
0.7591,0.072,0.35,0.28,13000
0.6815,0.056,0.27,0.187,13000
0.504,0.039,0.19,0.094,13000
-0.0032,0.023,0.112,0,13000
0,0.2,0.899,1.731,13999
0.0685,0.205,0.921,1.731,13999
0.1336,0.21,0.945,1.73,13999
0.1953,0.215,0.969,1.728,13999
0.2535,0.221,0.993,1.726,13999
0.3086,0.226,1.018,1.722,13999
0.3604,0.232,1.043,1.717,13999
0.4091,0.237,1.067,1.709,13999
0.455,0.242,1.088,1.696,13999
0.4981,0.246,1.105,1.677,13999
0.5385,0.248,1.118,1.65,13999
0.5763,0.25,1.125,1.616,13999
0.6115,0.25,1.127,1.574,13999
0.644,0.249,1.122,1.523,13999
0.6741,0.246,1.107,1.461,13999
0.7016,0.239,1.076,1.38,13999
0.7261,0.231,1.041,1.295,13999
0.7478,0.222,1.001,1.207,13999
0.7668,0.213,0.957,1.117,13999
0.7829,0.202,0.908,1.026,13999
0.7961,0.19,0.854,0.932,13999
0.8066,0.176,0.794,0.836,13999
0.8144,0.162,0.727,0.738,13999
0.8173,0.145,0.655,0.638,13999
0.8142,0.128,0.576,0.536,13999
0.8008,0.109,0.492,0.432,13999
0.7662,0.089,0.403,0.325,13999
0.688,0.069,0.311,0.217,13999
0.5097,0.049,0.219,0.109,13999
-0.0024,0.029,0.128,0,13999
0,0.242,1.016,1.987,15000
0.0695,0.248,1.042,1.986,15000
0.1354,0.255,1.07,1.985,15000
0.1976,0.262,1.099,1.984,15000
0.2562,0.269,1.129,1.982,15000
0.3114,0.276,1.159,1.978,15000
0.3632,0.283,1.189,1.973,15000
0.4118,0.29,1.218,1.964,15000
0.4575,0.296,1.245,1.951,15000
0.5004,0.302,1.267,1.93,15000
0.5406,0.305,1.283,1.901,15000
0.5782,0.308,1.293,1.863,15000
0.6132,0.308,1.296,1.815,15000
0.6456,0.307,1.29,1.757,15000
0.6757,0.303,1.274,1.685,15000
0.7035,0.295,1.239,1.592,15000
0.7284,0.285,1.197,1.493,15000
0.7507,0.274,1.15,1.392,15000
0.7703,0.262,1.099,1.289,15000
0.7872,0.248,1.042,1.183,15000
0.8012,0.233,0.979,1.075,15000
0.8125,0.216,0.909,0.964,15000
0.821,0.198,0.832,0.851,15000
0.8244,0.178,0.749,0.736,15000
0.8213,0.157,0.659,0.618,15000
0.808,0.134,0.561,0.497,15000
0.7732,0.11,0.46,0.375,15000
0.6944,0.085,0.356,0.251,15000
0.5145,0.06,0.25,0.126,15000
-0.0027,0.035,0.147,0,15000
0,0.289,1.138,2.26,16000
0.0705,0.297,1.17,2.26,16000
0.137,0.305,1.203,2.259,16000
0.1997,0.314,1.237,2.258,16000
0.2587,0.323,1.272,2.255,16000
0.314,0.332,1.308,2.252,16000
0.3658,0.341,1.344,2.246,16000
0.4143,0.35,1.379,2.238,16000
0.4598,0.359,1.412,2.225,16000
0.5024,0.365,1.44,2.203,16000
0.5424,0.371,1.46,2.171,16000
0.5797,0.374,1.473,2.128,16000
0.6146,0.375,1.478,2.074,16000
0.647,0.374,1.473,2.009,16000
0.677,0.369,1.454,1.927,16000
0.705,0.359,1.414,1.822,16000
0.7303,0.347,1.366,1.709,16000
0.7531,0.333,1.312,1.593,16000
0.7734,0.318,1.252,1.475,16000
0.7911,0.301,1.186,1.354,16000
0.8059,0.283,1.114,1.231,16000
0.8179,0.262,1.034,1.104,16000
0.8273,0.24,0.945,0.974,16000
0.8311,0.216,0.85,0.842,16000
0.8282,0.19,0.748,0.707,16000
0.8152,0.162,0.638,0.57,16000
0.7803,0.133,0.522,0.43,16000
0.7012,0.102,0.404,0.287,16000
0.5202,0.072,0.284,0.144,16000
-0.003,0.042,0.166,0,16000
0,0.342,1.266,2.551,17000
0.0713,0.352,1.304,2.551,17000
0.1384,0.362,1.342,2.551,17000
0.2015,0.373,1.383,2.55,17000
0.2607,0.384,1.424,2.548,17000
0.3159,0.396,1.467,2.545,17000
0.3671,0.408,1.512,2.54,17000
0.4148,0.42,1.557,2.532,17000
0.4595,0.431,1.598,2.52,17000
0.5015,0.441,1.633,2.498,17000
0.5411,0.448,1.659,2.464,17000
0.5785,0.452,1.675,2.418,17000
0.6135,0.453,1.68,2.358,17000
0.6463,0.451,1.674,2.284,17000
0.6768,0.446,1.652,2.192,17000
0.7053,0.433,1.606,2.073,17000
0.731,0.418,1.551,1.945,17000
0.7541,0.402,1.489,1.814,17000
0.7749,0.383,1.421,1.679,17000
0.7931,0.363,1.346,1.542,17000
0.8084,0.341,1.263,1.402,17000
0.821,0.316,1.173,1.258,17000
0.831,0.289,1.072,1.111,17000
0.8353,0.26,0.965,0.962,17000
0.833,0.229,0.85,0.81,17000
0.821,0.196,0.725,0.653,17000
0.7874,0.16,0.593,0.493,17000
0.7106,0.124,0.458,0.331,17000
0.5311,0.086,0.32,0.167,17000
-0.0016,0.05,0.185,0,17000
0,0.489,1.712,2.886,18000
0.0607,0.495,1.733,2.886,18000
0.1197,0.502,1.756,2.886,18000
0.177,0.509,1.781,2.885,18000
0.2324,0.516,1.807,2.883,18000
0.2859,0.524,1.834,2.879,18000
0.3375,0.531,1.861,2.873,18000
0.3871,0.539,1.886,2.864,18000
0.4349,0.545,1.91,2.85,18000
0.4808,0.55,1.927,2.826,18000
0.5249,0.553,1.935,2.789,18000
0.5667,0.552,1.934,2.736,18000
0.6057,0.55,1.924,2.667,18000
0.6419,0.544,1.905,2.582,18000
0.675,0.534,1.871,2.476,18000
0.705,0.518,1.815,2.341,18000
0.7312,0.5,1.75,2.196,18000
0.7546,0.48,1.68,2.048,18000
0.7757,0.458,1.603,1.897,18000
0.7942,0.433,1.518,1.742,18000
0.81,0.407,1.424,1.583,18000
0.823,0.377,1.321,1.421,18000
0.8336,0.345,1.207,1.255,18000
0.8386,0.31,1.085,1.086,18000
0.8368,0.273,0.954,0.913,18000
0.8255,0.232,0.813,0.737,18000
0.7924,0.19,0.666,0.557,18000
0.7164,0.147,0.515,0.375,18000
0.54,0.103,0.361,0.191,18000
-0.0023,0.059,0.205,0,18000
0,0.678,2.248,3.246,19000
0.0526,0.678,2.249,3.246,19000
0.1051,0.678,2.25,3.246,19000
0.1574,0.679,2.253,3.245,19000
0.2093,0.68,2.257,3.242,19000
0.2609,0.681,2.26,3.237,19000
0.312,0.682,2.263,3.23,19000
0.3625,0.683,2.265,3.22,19000
0.4123,0.683,2.265,3.204,19000
0.4612,0.681,2.26,3.179,19000
0.5089,0.677,2.246,3.137,19000
0.5549,0.67,2.223,3.077,19000
0.5979,0.661,2.193,2.999,19000
0.6373,0.65,2.156,2.902,19000
0.6729,0.636,2.109,2.782,19000
0.7045,0.615,2.04,2.63,19000
0.7313,0.593,1.966,2.466,19000
0.755,0.569,1.886,2.3,19000
0.7764,0.542,1.798,2.129,19000
0.7953,0.513,1.702,1.955,19000
0.8115,0.481,1.596,1.777,19000
0.8249,0.446,1.48,1.596,19000
0.8359,0.407,1.351,1.409,19000
0.8416,0.366,1.214,1.219,19000
0.8404,0.321,1.066,1.024,19000
0.8295,0.273,0.907,0.826,19000
0.7972,0.224,0.742,0.624,19000
0.7217,0.173,0.573,0.42,19000
0.543,0.12,0.398,0.212,19000
-0.0022,0.068,0.227,0,19000
0,0.913,2.876,3.629,20000
0.0464,0.905,2.852,3.63,20000
0.0936,0.897,2.826,3.63,20000
0.1416,0.889,2.802,3.628,20000
0.1902,0.882,2.778,3.625,20000
0.2396,0.873,2.753,3.619,20000
0.2895,0.865,2.727,3.611,20000
0.34,0.857,2.7,3.599,20000
0.391,0.847,2.67,3.582,20000
0.4421,0.837,2.637,3.555,20000
0.4929,0.824,2.596,3.511,20000
0.5427,0.807,2.544,3.445,20000
0.5896,0.79,2.489,3.356,20000
0.6325,0.771,2.431,3.246,20000
0.6707,0.751,2.366,3.111,20000
0.7038,0.724,2.283,2.939,20000
0.7313,0.697,2.197,2.756,20000
0.7553,0.669,2.108,2.57,20000
0.7769,0.638,2.009,2.38,20000
0.7962,0.603,1.9,2.185,20000
0.8128,0.565,1.781,1.986,20000
0.8267,0.524,1.65,1.783,20000
0.8381,0.478,1.507,1.575,20000
0.8445,0.429,1.353,1.363,20000
0.844,0.377,1.188,1.146,20000
0.8337,0.32,1.009,0.924,20000
0.8022,0.262,0.825,0.698,20000
0.7273,0.202,0.635,0.469,20000
0.5501,0.14,0.44,0.237,20000
-0.0024,0.079,0.248,-0.001,20000
0,1.203,3.612,4.038,21000
0.0414,1.185,3.556,4.039,21000
0.0841,1.166,3.5,4.039,21000
0.1282,1.147,3.442,4.037,21000
0.1737,1.127,3.384,4.034,21000
0.2207,1.108,3.325,4.027,21000
0.2691,1.088,3.264,4.018,21000
0.319,1.067,3.201,4.004,21000
0.3704,1.045,3.136,3.985,21000
0.423,1.022,3.067,3.957,21000
0.4764,0.997,2.992,3.912,21000
0.5295,0.968,2.906,3.84,21000
0.5806,0.939,2.817,3.741,21000
0.627,0.91,2.732,3.617,21000
0.6679,0.882,2.646,3.465,21000
0.7027,0.848,2.546,3.273,21000
0.7309,0.816,2.448,3.069,21000
0.7551,0.782,2.348,2.862,21000
0.7771,0.745,2.237,2.65,21000
0.7967,0.705,2.115,2.434,21000
0.8137,0.66,1.981,2.213,21000
0.8281,0.612,1.836,1.987,21000
0.84,0.558,1.676,1.756,21000
0.8473,0.501,1.504,1.52,21000
0.8473,0.44,1.32,1.279,21000
0.8381,0.374,1.122,1.032,21000
0.8081,0.305,0.916,0.781,21000
0.7347,0.235,0.704,0.526,21000
0.5568,0.162,0.486,0.265,21000
-0.0029,0.091,0.272,-0.001,21000
0,1.56,4.468,4.472,22000
0.0372,1.528,4.377,4.474,22000
0.0761,1.495,4.283,4.474,22000
0.1168,1.461,4.187,4.472,22000
0.1593,1.427,4.087,4.468,22000
0.2038,1.392,3.987,4.461,22000
0.2505,1.356,3.883,4.45,22000
0.2993,1.319,3.779,4.435,22000
0.3504,1.281,3.671,4.413,22000
0.4038,1.242,3.559,4.383,22000
0.4591,1.202,3.443,4.339,22000
0.5152,1.158,3.316,4.263,22000
0.5705,1.111,3.184,4.154,22000
0.6209,1.069,3.063,4.015,22000
0.6647,1.03,2.951,3.846,22000
0.7013,0.988,2.831,3.633,22000
0.7303,0.949,2.719,3.406,22000
0.7548,0.91,2.606,3.176,22000
0.7771,0.867,2.483,2.942,22000
0.797,0.819,2.346,2.701,22000
0.8145,0.767,2.197,2.456,22000
0.8293,0.71,2.035,2.205,22000
0.8418,0.648,1.856,1.949,22000
0.8498,0.581,1.663,1.687,22000
0.8506,0.509,1.459,1.419,22000
0.8419,0.433,1.24,1.146,22000
0.8128,0.353,1.011,0.868,22000
0.74,0.271,0.776,0.584,22000
0.5637,0.187,0.535,0.295,22000
-0.0021,0.103,0.295,-0.001,22000
0,2.002,5.485,4.933,23000
0.0336,1.952,5.349,4.935,23000
0.0691,1.901,5.209,4.937,23000
0.1065,1.849,5.066,4.936,23000
0.1461,1.795,4.919,4.932,23000
0.1882,1.74,4.767,4.923,23000
0.2328,1.683,4.613,4.911,23000
0.2801,1.626,4.456,4.894,23000
0.3306,1.567,4.294,4.87,23000
0.3842,1.507,4.13,4.838,23000
0.4409,1.446,3.961,4.793,23000
0.4997,1.381,3.785,4.719,23000
0.5588,1.314,3.6,4.601,23000
0.6139,1.252,3.43,4.446,23000
0.661,1.199,3.285,4.257,23000
0.6995,1.147,3.142,4.022,23000
0.7293,1.099,3.013,3.769,23000
0.7542,1.054,2.888,3.516,23000
0.7768,1.003,2.749,3.256,23000
0.7971,0.948,2.597,2.99,23000
0.8151,0.887,2.431,2.719,23000
0.8304,0.821,2.251,2.443,23000
0.8433,0.749,2.053,2.16,23000
0.8521,0.671,1.84,1.87,23000
0.8535,0.588,1.611,1.572,23000
0.8456,0.499,1.367,1.269,23000
0.8176,0.406,1.112,0.96,23000
0.7463,0.312,0.854,0.648,23000
0.5704,0.214,0.587,0.328,23000
-0.0016,0.117,0.321,0,23000
0,2.57,6.748,5.426,24000
0.0302,2.496,6.554,5.428,24000
0.0622,2.421,6.357,5.429,24000
0.0963,2.345,6.158,5.428,24000
0.1329,2.265,5.949,5.425,24000
0.1722,2.182,5.729,5.417,24000
0.2143,2.099,5.513,5.405,24000
0.2599,2.012,5.283,5.387,24000
0.3092,1.924,5.053,5.361,24000
0.3623,1.835,4.819,5.327,24000
0.4197,1.745,4.583,5.281,24000
0.4809,1.654,4.344,5.214,24000
0.5436,1.559,4.093,5.091,24000
0.6049,1.466,3.849,4.918,24000
0.6561,1.393,3.658,4.706,24000
0.6969,1.327,3.485,4.446,24000
0.7278,1.27,3.335,4.166,24000
0.753,1.217,3.196,3.886,24000
0.776,1.158,3.042,3.6,24000
