Efficiency,PWR,Torque,Thrust,RPM
0.3013,0.501,6.313,4.353,5000
0.3563,0.487,6.142,4.293,5000
0.411,0.474,5.978,4.217,5000
0.4641,0.462,5.825,4.125,5000
0.5147,0.451,5.683,4.017,5000
0.5622,0.44,5.546,3.892,5000
0.6059,0.429,5.411,3.752,5000
0.6456,0.418,5.272,3.595,5000
0.681,0.407,5.125,3.423,5000
0.7117,0.393,4.959,3.231,5000
0.7379,0.379,4.782,3.028,5000
0.7607,0.364,4.593,2.822,5000
0.781,0.348,4.382,2.611,5000
0.7987,0.329,4.15,2.396,5000
0.8141,0.309,3.892,2.175,5000
0.8271,0.286,3.605,1.95,5000
0.8355,0.262,3.297,1.719,5000
0.8401,0.235,2.959,1.484,5000
0.8396,0.206,2.591,1.245,5000
0.8286,0.175,2.2,1.001,5000
0.7977,0.142,1.794,0.756,5000
0.7287,0.108,1.367,0.507,5000
0.5578,0.074,0.932,0.255,5000
-0.0072,0.042,0.529,-0.002,5000
0,1.304,13.699,6.585,6000
0.0362,1.259,13.227,6.575,6000
0.0752,1.21,12.712,6.56,6000
0.1171,1.162,12.202,6.539,6000
0.1624,1.112,11.678,6.509,6000
0.2113,1.061,11.14,6.466,6000
0.2639,1.009,10.598,6.4,6000
0.3197,0.957,10.057,6.307,6000
0.3779,0.908,9.541,6.189,6000
0.4363,0.865,9.081,6.045,6000
0.4927,0.827,8.688,5.878,6000
0.5464,0.794,8.338,5.687,6000
0.5962,0.764,8.023,5.473,6000
0.6412,0.736,7.731,5.236,6000
0.6806,0.71,7.456,4.977,6000
0.7141,0.684,7.182,4.695,6000
0.7416,0.658,6.911,4.398,6000
0.7651,0.631,6.633,4.099,6000
0.7863,0.602,6.321,3.792,6000
0.8052,0.569,5.978,3.479,6000
0.8218,0.533,5.598,3.158,6000
0.836,0.493,5.178,2.831,6000
0.8463,0.45,4.724,2.495,6000
0.8528,0.403,4.233,2.155,6000
0.8543,0.352,3.698,1.807,6000
0.8455,0.298,3.129,1.453,6000
0.8162,0.242,2.541,1.095,6000
0.7496,0.183,1.926,0.734,6000
0.5802,0.123,1.296,0.369,6000
-0.0016,0.068,0.718,-0.001,6000
0,2.552,22.974,9.142,7000
0.0303,2.439,21.964,9.127,7000
0.0634,2.324,20.924,9.105,7000
0.0998,2.205,19.852,9.074,7000
0.1402,2.083,18.755,9.031,7000
0.1852,1.959,17.64,8.972,7000
0.2351,1.834,16.513,8.887,7000
0.29,1.71,15.395,8.76,7000
0.3499,1.589,14.304,8.591,7000
0.4119,1.482,13.339,8.385,7000
0.4733,1.391,12.527,8.143,7000
0.5322,1.315,11.842,7.868,7000
0.5868,1.25,11.258,7.561,7000
0.6361,1.194,10.75,7.224,7000
0.6793,1.143,10.293,6.859,7000
0.7153,1.096,9.869,6.463,7000
0.744,1.053,9.478,6.053,7000
0.7682,1.01,9.09,5.641,7000
0.7902,0.961,8.656,5.219,7000
0.8101,0.908,8.176,4.788,7000
0.8279,0.849,7.645,4.346,7000
0.8432,0.784,7.063,3.895,7000
0.8552,0.714,6.433,3.434,7000
0.8635,0.639,5.751,2.965,7000
0.867,0.557,5.014,2.487,7000
0.8604,0.47,4.232,2,7000
0.8331,0.381,3.429,1.509,7000
0.7686,0.288,2.589,1.012,7000
0.6011,0.192,1.726,0.509,7000
-0.002,0.104,0.938,-0.001,7000
0,4.092,32.241,12.023,8000
0.0284,3.907,30.782,12.007,8000
0.0596,3.714,29.262,11.98,8000
0.0942,3.515,27.692,11.942,8000
0.1327,3.311,26.081,11.889,8000
0.1761,3.101,24.433,11.818,8000
0.2249,2.89,22.771,11.722,8000
0.2794,2.68,21.116,11.576,8000
0.3394,2.476,19.506,11.367,8000
0.4038,2.286,18.009,11.098,8000
0.4677,2.13,16.78,10.78,8000
0.5286,2.003,15.777,10.414,8000
0.5848,1.898,14.952,10.008,8000
0.6349,1.809,14.254,9.563,8000
0.6786,1.731,13.638,9.08,8000
0.7152,1.659,13.069,8.559,8000
0.7444,1.592,12.543,8.015,8000
0.7689,1.526,12.025,7.471,8000
0.7914,1.453,11.448,6.914,8000
0.8118,1.372,10.807,6.343,8000
0.8301,1.282,10.102,5.759,8000
0.8461,1.184,9.327,5.162,8000
0.859,1.077,8.487,4.552,8000
0.8682,0.962,7.579,3.93,8000
0.8722,0.838,6.604,3.297,8000
0.8663,0.707,5.572,2.652,8000
0.8409,0.572,4.506,2.002,8000
0.7791,0.431,3.393,1.345,8000
0.6144,0.285,2.249,0.678,8000
-0.0016,0.153,1.205,-0.001,8000
0,4.751,33.273,14.903,9000
0.0337,4.588,32.127,14.893,9000
0.07,4.417,30.932,14.874,9000
0.1092,4.241,29.7,14.846,9000
0.1517,4.059,28.423,14.804,9000
0.1979,3.873,27.119,14.747,9000
0.2484,3.683,25.793,14.668,9000
0.3033,3.493,24.46,14.557,9000
0.3619,3.302,23.122,14.366,9000
0.4234,3.112,21.792,14.08,9000
0.4848,2.942,20.601,13.718,9000
0.5416,2.806,19.651,13.29,9000
0.5931,2.693,18.856,12.801,9000
0.639,2.593,18.158,12.26,9000
0.6794,2.499,17.498,11.664,9000
0.7141,2.405,16.84,11.011,9000
0.743,2.309,16.172,10.315,9000
0.7679,2.213,15.496,9.614,9000
0.7907,2.106,14.747,8.898,9000
0.8113,1.988,13.921,8.165,9000
0.8299,1.858,13.01,7.415,9000
0.8464,1.715,12.01,6.648,9000
0.86,1.559,10.92,5.863,9000
0.8699,1.392,9.749,5.064,9000
0.8741,1.213,8.493,4.249,9000
0.8689,1.023,7.165,3.42,9000
0.8455,0.826,5.786,2.584,9000
0.7868,0.62,4.341,1.737,9000
0.6245,0.408,2.859,0.876,9000
-0.0023,0.216,1.512,-0.002,9000
0,5.032,31.717,18.021,10000
0.0421,4.94,31.134,18.021,10000
0.0859,4.842,30.515,18.015,10000
0.1316,4.74,29.871,18.001,10000
0.1792,4.634,29.204,17.978,10000
0.2289,4.526,28.525,17.944,10000
0.2808,4.415,27.828,17.893,10000
0.3346,4.306,27.137,17.823,10000
0.3902,4.194,26.434,17.714,10000
0.4462,4.07,25.651,17.472,10000
0.5021,3.931,24.774,17.09,10000
0.5541,3.807,23.995,16.607,10000
0.6003,3.703,23.336,16.039,10000
0.6417,3.602,22.7,15.395,10000
0.6789,3.495,22.027,14.676,10000
0.712,3.377,21.282,13.877,10000
0.7408,3.245,20.45,13.007,10000
0.766,3.108,19.587,12.125,10000
0.7892,2.957,18.634,11.224,10000
0.8102,2.79,17.585,10.302,10000
0.829,2.607,16.433,9.358,10000
0.846,2.406,15.165,8.393,10000
0.8605,2.187,13.783,7.406,10000
0.8711,1.952,12.3,6.4,10000
0.8759,1.701,10.718,5.374,10000
0.8714,1.436,9.05,4.334,10000
0.8501,1.158,7.296,3.277,10000
0.7951,0.867,5.462,2.21,10000
0.6366,0.569,3.586,1.12,10000
-0.0026,0.298,1.877,-0.002,10000
0,4.59,26.298,21.334,11000
0.0585,4.637,26.568,21.348,11000
0.1159,4.684,26.836,21.361,11000
0.1722,4.732,27.111,21.373,11000
0.2273,4.781,27.392,21.38,11000
0.2811,4.832,27.684,21.381,11000
0.3335,4.886,27.993,21.375,11000
0.3842,4.944,28.325,21.359,11000
0.4331,5.005,28.678,21.325,11000
0.4798,5.067,29.031,21.259,11000
0.5245,5.078,29.094,20.963,11000
0.5673,5.038,28.865,20.451,11000
0.6068,4.977,28.517,19.807,11000
0.6431,4.894,28.042,19.055,11000
0.6769,4.782,27.398,18.198,11000
0.7086,4.634,26.554,17.232,11000
0.7374,4.456,25.533,16.165,11000
0.7633,4.265,24.434,15.07,11000
0.7868,4.056,23.237,13.953,11000
0.8083,3.827,21.925,12.812,11000
0.8274,3.575,20.486,11.642,11000
0.8447,3.3,18.905,10.446,11000
0.8598,2.999,17.184,9.226,11000
0.8713,2.676,15.331,7.978,11000
0.8764,2.332,13.361,6.703,11000
0.8719,1.969,11.284,5.406,11000
0.8508,1.587,9.095,4.088,11000
0.7961,1.19,6.817,2.761,11000
0.635,0.783,4.484,1.397,11000
-0.0084,0.414,2.369,-0.009,11000
0,6.172,32.419,25.31,12000
0.0563,6.226,32.698,25.326,12000
0.1117,6.282,32.992,25.343,12000
0.1661,6.343,33.313,25.361,12000
0.2185,6.435,33.795,25.383,12000
0.2703,6.507,34.176,25.404,12000
0.3199,6.603,34.68,25.428,12000
0.3681,6.703,35.203,25.453,12000
0.4179,6.752,35.464,25.473,12000
0.4638,6.852,35.985,25.499,12000
0.5078,6.961,36.561,25.528,12000
0.5507,7.017,36.852,25.371,12000
0.5921,6.939,36.446,24.73,12000
0.6643,6.615,34.744,22.67,12000
0.6965,6.397,33.597,21.453,12000
0.7281,6.111,32.095,20.083,12000
0.7563,5.82,30.567,18.7,12000
0.7812,5.518,28.982,17.297,12000
0.8033,5.201,27.317,15.881,12000
0.8231,4.858,25.516,14.44,12000
0.8407,4.487,23.568,12.974,12000
0.8566,4.08,21.429,11.472,12000
0.8686,3.641,19.121,9.929,12000
0.8738,3.174,16.671,8.346,12000
0.8687,2.689,14.121,6.747,12000
0.8458,2.181,11.455,5.124,12000
0.7877,1.649,8.663,3.475,12000
0.6234,1.103,5.791,1.773,12000
-0.0029,0.603,3.165,-0.004,12000
0,8.083,39.188,29.746,13000
0.054,8.245,39.975,29.775,13000
0.1074,8.299,40.234,29.794,13000
0.1592,8.405,40.747,29.819,13000
0.2043,8.748,42.411,29.872,13000
0.251,8.91,43.196,29.906,13000
0.2963,9.066,43.954,29.941,13000
0.34,9.23,44.749,29.978,13000
0.3821,9.399,45.567,30.016,13000
0.4224,9.576,46.427,30.057,13000
0.4895,9.169,44.453,30.013,13000
0.523,9.458,45.851,30.067,13000
0.5336,10.094,48.934,30.011,13000
0.5675,10.081,48.872,29.427,13000
0.6027,9.899,47.993,28.498,13000
0.6394,9.594,46.511,27.347,13000
0.6754,9.195,44.579,25.956,13000
0.7079,8.721,42.28,24.282,13000
0.7374,8.196,39.735,22.452,13000
0.7641,7.654,37.11,20.585,13000
0.7864,7.128,34.559,18.742,13000
0.8063,6.571,31.857,16.871,13000
0.8231,5.983,29.006,14.968,13000
0.8346,5.366,26.014,13.019,13000
0.8377,4.706,22.817,10.985,13000
0.8301,4.021,19.493,8.927,13000
0.8066,3.276,15.881,6.795,13000
0.7506,2.489,12.067,4.627,13000
0.5962,1.675,8.119,2.385,13000
0.0015,0.958,4.642,0.003,13000
