Efficiency,PWR,Torque,Thrust,RPM
0.5346,0.011,0.1,0.064,7000
0.3699,0.008,0.076,0.032,7000
-0.0003,0.006,0.052,0,7000
0,0.055,0.436,0.857,8000
0.06,0.056,0.439,0.848,8000
0.1175,0.056,0.442,0.836,8000
0.1726,0.056,0.445,0.824,8000
0.2252,0.057,0.447,0.81,8000
0.2753,0.057,0.448,0.794,8000
0.3227,0.057,0.448,0.776,8000
0.3675,0.057,0.448,0.757,8000
0.4096,0.057,0.447,0.736,8000
0.4488,0.056,0.444,0.713,8000
0.4851,0.056,0.439,0.686,8000
0.5182,0.055,0.433,0.657,8000
0.5482,0.054,0.426,0.627,8000
0.5752,0.053,0.419,0.597,8000
0.5991,0.052,0.41,0.565,8000
0.62,0.051,0.401,0.533,8000
0.638,0.049,0.39,0.501,8000
0.6533,0.048,0.377,0.467,8000
0.6661,0.046,0.363,0.432,8000
0.6768,0.044,0.346,0.397,8000
0.6853,0.041,0.327,0.36,8000
0.6912,0.039,0.305,0.323,8000
0.6936,0.036,0.281,0.285,8000
0.6918,0.032,0.254,0.246,8000
0.6843,0.029,0.225,0.206,8000
0.6632,0.025,0.194,0.166,8000
0.6199,0.021,0.163,0.125,8000
0.5373,0.017,0.131,0.084,8000
0.3722,0.013,0.099,0.042,8000
-0.001,0.009,0.067,0,8000
0,0.078,0.545,1.087,9000
0.0606,0.079,0.55,1.074,9000
0.1188,0.079,0.555,1.06,9000
0.1743,0.08,0.558,1.044,9000
0.2273,0.08,0.561,1.027,9000
0.2777,0.08,0.563,1.007,9000
0.3255,0.081,0.564,0.985,9000
0.3706,0.08,0.564,0.961,9000
0.413,0.08,0.562,0.934,9000
0.4526,0.08,0.559,0.905,9000
0.4894,0.079,0.552,0.87,9000
0.5232,0.078,0.544,0.834,9000
0.5539,0.076,0.536,0.796,9000
0.5817,0.075,0.526,0.757,9000
0.6066,0.073,0.515,0.718,9000
0.6285,0.072,0.502,0.677,9000
0.6476,0.07,0.487,0.635,9000
0.6641,0.067,0.471,0.593,9000
0.678,0.065,0.452,0.549,9000
0.6895,0.062,0.431,0.503,9000
0.6985,0.058,0.407,0.457,9000
0.7046,0.054,0.379,0.41,9000
0.7072,0.05,0.349,0.361,9000
0.7055,0.045,0.316,0.312,9000
0.6978,0.04,0.28,0.262,9000
0.676,0.035,0.242,0.21,9000
0.632,0.029,0.203,0.159,9000
0.5479,0.023,0.163,0.107,9000
0.3793,0.018,0.123,0.054,9000
-0.0003,0.012,0.083,0,9000
0,0.106,0.666,1.344,10000
0.0614,0.107,0.673,1.329,10000
0.1201,0.108,0.679,1.312,10000
0.1761,0.109,0.684,1.293,10000
0.2295,0.109,0.688,1.271,10000
0.2802,0.11,0.691,1.247,10000
0.3282,0.11,0.692,1.22,10000
0.3736,0.11,0.692,1.19,10000
0.4163,0.11,0.69,1.157,10000
0.4563,0.109,0.687,1.121,10000
0.4936,0.108,0.678,1.078,10000
0.528,0.106,0.668,1.033,10000
0.5593,0.104,0.657,0.986,10000
0.5879,0.102,0.644,0.939,10000
0.6137,0.1,0.63,0.889,10000
0.6365,0.097,0.614,0.839,10000
0.6566,0.094,0.595,0.787,10000
0.6741,0.091,0.575,0.734,10000
0.6888,0.087,0.551,0.679,10000
0.7012,0.083,0.525,0.623,10000
0.7108,0.078,0.495,0.566,10000
0.7171,0.073,0.462,0.508,10000
0.7199,0.067,0.425,0.448,10000
0.7183,0.061,0.384,0.387,10000
0.7103,0.054,0.34,0.324,10000
0.688,0.047,0.294,0.261,10000
0.6432,0.039,0.247,0.197,10000
0.5577,0.031,0.198,0.132,10000
0.3858,0.024,0.149,0.066,10000
-0.0037,0.016,0.101,0,10000
0,0.139,0.799,1.632,11000
0.0619,0.141,0.808,1.614,11000
0.121,0.142,0.816,1.593,11000
0.1774,0.144,0.823,1.57,11000
0.231,0.145,0.829,1.544,11000
0.282,0.145,0.833,1.515,11000
0.3302,0.146,0.835,1.482,11000
0.3758,0.146,0.835,1.446,11000
0.4187,0.145,0.833,1.407,11000
0.459,0.145,0.828,1.363,11000
0.4967,0.143,0.818,1.311,11000
0.5316,0.141,0.806,1.256,11000
0.5636,0.138,0.792,1.2,11000
0.5929,0.135,0.776,1.142,11000
0.6196,0.132,0.758,1.082,11000
0.6434,0.129,0.738,1.021,11000
0.6644,0.125,0.715,0.958,11000
0.6828,0.12,0.689,0.893,11000
0.6985,0.115,0.661,0.827,11000
0.7118,0.11,0.628,0.759,11000
0.7221,0.103,0.592,0.69,11000
0.7287,0.097,0.553,0.619,11000
0.7318,0.089,0.51,0.547,11000
0.7306,0.081,0.461,0.473,11000
0.7228,0.071,0.409,0.397,11000
0.701,0.062,0.354,0.32,11000
0.6563,0.052,0.297,0.242,11000
0.5706,0.042,0.238,0.162,11000
0.3971,0.031,0.179,0.082,11000
-0.001,0.021,0.12,0,11000
0,0.18,0.945,1.949,12000
0.0624,0.182,0.956,1.928,12000
0.122,0.184,0.967,1.904,12000
0.1787,0.186,0.976,1.876,12000
0.2327,0.187,0.983,1.845,12000
0.2838,0.188,0.988,1.81,12000
0.3322,0.189,0.991,1.772,12000
0.378,0.189,0.992,1.729,12000
0.4212,0.188,0.99,1.682,12000
0.4618,0.187,0.984,1.63,12000
0.4999,0.185,0.972,1.569,12000
0.5353,0.182,0.957,1.503,12000
0.5678,0.179,0.94,1.435,12000
0.5978,0.175,0.92,1.366,12000
0.6253,0.171,0.898,1.294,12000
0.6499,0.166,0.873,1.221,12000
0.6719,0.161,0.845,1.145,12000
0.6912,0.155,0.814,1.068,12000
0.7078,0.148,0.779,0.989,12000
0.7219,0.141,0.741,0.908,12000
0.733,0.133,0.698,0.825,12000
0.7399,0.124,0.651,0.741,12000
0.7431,0.114,0.6,0.654,12000
0.7421,0.103,0.543,0.566,12000
0.7343,0.092,0.482,0.476,12000
0.7122,0.079,0.417,0.384,12000
0.6668,0.067,0.35,0.29,12000
0.5796,0.053,0.281,0.194,12000
0.4047,0.04,0.21,0.098,12000
-0.0013,0.027,0.141,0,12000
0,0.227,1.103,2.296,13000
0.063,0.231,1.118,2.272,13000
0.1229,0.233,1.131,2.244,13000
0.18,0.236,1.142,2.212,13000
0.2342,0.237,1.151,2.176,13000
0.2855,0.239,1.158,2.135,13000
0.3341,0.24,1.163,2.09,13000
0.3801,0.24,1.164,2.04,13000
0.4235,0.24,1.161,1.984,13000
0.4643,0.238,1.155,1.923,13000
0.5028,0.235,1.141,1.851,13000
0.5386,0.231,1.122,1.773,13000
0.5717,0.227,1.101,1.693,13000
0.6024,0.222,1.077,1.611,13000
0.6306,0.217,1.05,1.527,13000
0.6561,0.21,1.02,1.44,13000
0.6789,0.203,0.987,1.351,13000
0.6991,0.196,0.949,1.26,13000
0.7166,0.187,0.908,1.167,13000
0.7316,0.178,0.862,1.071,13000
0.7434,0.167,0.811,0.974,13000
0.7505,0.156,0.757,0.874,13000
0.754,0.144,0.698,0.772,13000
0.7532,0.13,0.632,0.668,13000
0.7452,0.116,0.56,0.561,13000
0.7228,0.1,0.485,0.453,13000
0.6769,0.084,0.407,0.342,13000
0.5889,0.067,0.326,0.23,13000
0.4116,0.05,0.244,0.116,13000
-0.0014,0.034,0.163,0,13000
0,0.292,1.315,2.677,13999
0.0618,0.295,1.327,2.65,13999
0.1212,0.297,1.338,2.618,13999
0.178,0.299,1.348,2.581,13999
0.2323,0.301,1.355,2.539,13999
0.2839,0.302,1.359,2.492,13999
0.333,0.302,1.361,2.439,13999
0.3796,0.302,1.36,2.38,13999
0.4236,0.301,1.355,2.316,13999
0.4652,0.299,1.345,2.244,13999
0.5043,0.295,1.327,2.16,13999
0.5407,0.29,1.304,2.069,13999
0.5742,0.284,1.279,1.976,13999
0.6052,0.278,1.251,1.88,13999
0.6339,0.271,1.219,1.781,13999
0.66,0.263,1.183,1.68,13999
0.6833,0.254,1.143,1.576,13999
0.7041,0.244,1.099,1.47,13999
0.7222,0.233,1.051,1.361,13999
0.7378,0.221,0.997,1.249,13999
0.7502,0.208,0.938,1.135,13999
0.7577,0.194,0.875,1.019,13999
0.7616,0.179,0.806,0.9,13999
0.7611,0.162,0.729,0.779,13999
0.7537,0.143,0.646,0.655,13999
0.7313,0.124,0.559,0.528,13999
0.6858,0.104,0.468,0.399,13999
0.598,0.083,0.375,0.268,13999
0.4194,0.062,0.279,0.135,13999
-0.0009,0.041,0.185,0,13999
0,0.388,1.631,3.1,15000
0.0584,0.388,1.629,3.069,15000
0.1156,0.387,1.625,3.032,15000
0.1714,0.386,1.621,2.989,15000
0.2255,0.384,1.615,2.941,15000
0.2778,0.383,1.609,2.885,15000
0.3279,0.381,1.6,2.823,15000
0.3757,0.378,1.59,2.754,15000
0.4211,0.375,1.576,2.679,15000
0.4641,0.371,1.559,2.595,15000
0.5043,0.365,1.534,2.498,15000
0.5415,0.358,1.505,2.392,15000
0.5753,0.351,1.476,2.284,15000
0.6066,0.343,1.442,2.173,15000
0.6356,0.334,1.405,2.059,15000
0.6621,0.324,1.363,1.942,15000
0.6858,0.313,1.317,1.822,15000
0.7071,0.301,1.265,1.699,15000
0.7257,0.288,1.209,1.573,15000
0.7418,0.273,1.146,1.444,15000
0.7549,0.256,1.077,1.312,15000
0.7631,0.239,1.004,1.178,15000
0.7676,0.22,0.924,1.041,15000
0.7678,0.199,0.835,0.9,15000
0.761,0.176,0.738,0.756,15000
0.7393,0.152,0.638,0.609,15000
0.694,0.127,0.534,0.46,15000
0.6066,0.102,0.427,0.309,15000
0.427,0.075,0.316,0.156,15000
-0.0016,0.05,0.209,0,15000
0,0.508,1.999,3.558,16000
0.0552,0.502,1.978,3.523,16000
0.1103,0.496,1.955,3.482,16000
0.1651,0.491,1.932,3.433,16000
0.219,0.485,1.91,3.377,16000
0.2717,0.479,1.888,3.313,16000
0.3227,0.474,1.866,3.241,16000
0.3717,0.468,1.844,3.161,16000
0.4185,0.462,1.82,3.073,16000
0.4627,0.455,1.793,2.977,16000
0.5041,0.447,1.76,2.865,16000
0.5421,0.438,1.724,2.743,16000
0.5761,0.429,1.689,2.619,16000
0.6077,0.419,1.651,2.492,16000
0.637,0.408,1.607,2.361,16000
0.6638,0.396,1.558,2.227,16000
0.688,0.382,1.505,2.089,16000
0.7097,0.367,1.446,1.949,16000
0.7288,0.35,1.38,1.804,16000
0.7454,0.332,1.308,1.657,16000
0.7591,0.312,1.229,1.506,16000
0.7681,0.291,1.145,1.352,16000
0.7733,0.267,1.052,1.194,16000
0.7741,0.241,0.95,1.032,16000
0.7682,0.213,0.839,0.867,16000
0.7472,0.184,0.725,0.699,16000
0.7028,0.154,0.606,0.528,16000
0.6157,0.122,0.482,0.355,16000
0.4356,0.09,0.356,0.179,16000
-0.0013,0.059,0.233,0,16000
0,0.655,2.428,4.051,17000
0.0522,0.643,2.382,4.014,17000
0.1053,0.63,2.334,3.968,17000
0.159,0.617,2.287,3.913,17000
0.2127,0.605,2.242,3.849,17000
0.2658,0.594,2.201,3.775,17000
0.3176,0.583,2.162,3.693,17000
0.3677,0.573,2.124,3.601,17000
0.4157,0.563,2.087,3.501,17000
0.4613,0.553,2.049,3.39,17000
0.5037,0.541,2.007,3.262,17000
0.5425,0.529,1.961,3.122,17000
0.5769,0.518,1.921,2.981,17000
0.6087,0.506,1.876,2.836,17000
0.6383,0.493,1.826,2.687,17000
0.6654,0.477,1.77,2.534,17000
0.6901,0.461,1.708,2.378,17000
0.7122,0.442,1.64,2.218,17000
0.7317,0.422,1.566,2.054,17000
0.7489,0.4,1.483,1.886,17000
0.7632,0.375,1.392,1.714,17000
0.7729,0.349,1.295,1.538,17000
0.7787,0.321,1.189,1.358,17000
0.7802,0.289,1.072,1.174,17000
0.775,0.255,0.946,0.986,17000
0.7548,0.22,0.816,0.795,17000
0.7107,0.184,0.681,0.601,17000
0.6248,0.146,0.541,0.404,17000
0.4443,0.107,0.397,0.203,17000
-0.0013,0.069,0.257,0,17000
0,0.836,2.929,4.583,18000
0.0494,0.814,2.851,4.544,18000
0.1004,0.792,2.772,4.494,18000
0.1529,0.769,2.694,4.432,18000
0.2062,0.748,2.62,4.36,18000
0.2596,0.729,2.552,4.276,18000
0.3122,0.711,2.49,4.182,18000
0.3634,0.695,2.434,4.078,18000
0.4126,0.68,2.381,3.963,18000
0.4593,0.665,2.329,3.837,18000
0.5028,0.65,2.275,3.693,18000
0.5425,0.634,2.22,3.534,18000
0.5771,0.621,2.173,3.374,18000
0.6092,0.606,2.122,3.21,18000
0.6391,0.589,2.064,3.041,18000
0.6666,0.571,2,2.869,18000
0.6917,0.551,1.929,2.692,18000
0.7142,0.529,1.851,2.511,18000
0.7343,0.504,1.766,2.325,18000
0.7519,0.477,1.671,2.134,18000
0.7668,0.447,1.567,1.939,18000
0.7772,0.416,1.456,1.74,18000
0.7837,0.382,1.336,1.536,18000
0.7858,0.344,1.204,1.327,18000
0.7815,0.303,1.061,1.115,18000
0.7621,0.261,0.913,0.899,18000
0.7193,0.218,0.762,0.68,18000
0.6329,0.172,0.603,0.456,18000
0.4518,0.126,0.441,0.23,18000
-0.0013,0.081,0.284,0,18000
0,1.061,3.518,5.154,19000
0.0466,1.025,3.401,5.113,19000
0.0955,0.99,3.283,5.061,19000
0.1465,0.954,3.166,4.995,19000
0.1994,0.92,3.053,4.914,19000
0.2531,0.889,2.949,4.82,19000
0.3064,0.862,2.858,4.714,19000
0.3586,0.837,2.778,4.596,19000
0.409,0.815,2.705,4.466,19000
0.4569,0.795,2.637,4.323,19000
0.5015,0.774,2.569,4.16,19000
0.5419,0.754,2.502,3.981,19000
0.5769,0.738,2.448,3.801,19000
0.6093,0.72,2.389,3.616,19000
0.6394,0.7,2.323,3.426,19000
0.6673,0.678,2.25,3.232,19000
0.6927,0.654,2.169,3.033,19000
0.7157,0.627,2.08,2.829,19000
0.7363,0.598,1.983,2.619,19000
0.7545,0.565,1.875,2.405,19000
0.77,0.53,1.758,2.186,19000
0.7813,0.492,1.634,1.963,19000
0.7885,0.452,1.498,1.734,19000
0.7915,0.407,1.349,1.5,19000
0.7882,0.358,1.189,1.261,19000
0.7701,0.308,1.023,1.018,19000
0.7285,0.257,0.852,0.771,19000
0.6439,0.203,0.674,0.519,19000
0.463,0.148,0.49,0.262,19000
-0.0004,0.094,0.311,0,19000
0,1.338,4.218,5.763,20000
0.0437,1.285,4.05,5.723,20000
0.0904,1.232,3.883,5.67,20000
0.1399,1.18,3.718,5.6,20000
0.192,1.128,3.554,5.512,20000
0.2459,1.08,3.403,5.408,20000
0.3001,1.038,3.273,5.289,20000
0.3534,1.003,3.161,5.156,20000
0.4049,0.972,3.063,5.009,20000
0.454,0.944,2.975,4.848,20000
0.4997,0.917,2.891,4.667,20000
0.541,0.892,2.81,4.465,20000
0.5764,0.872,2.746,4.262,20000
0.609,0.85,2.679,4.055,20000
0.6395,0.826,2.604,3.843,20000
0.6676,0.8,2.521,3.625,20000
0.6934,0.771,2.429,3.402,20000
0.7169,0.739,2.329,3.173,20000
0.738,0.704,2.219,2.939,20000
0.7568,0.665,2.097,2.699,20000
0.7729,0.623,1.965,2.453,20000
0.785,0.578,1.823,2.202,20000
0.7929,0.53,1.67,1.945,20000
0.7967,0.477,1.503,1.682,20000
0.7943,0.42,1.323,1.415,20000
0.7774,0.361,1.137,1.143,20000
0.7369,0.3,0.946,0.866,20000
0.6525,0.237,0.748,0.584,20000
0.471,0.172,0.542,0.295,20000
-0.0016,0.109,0.343,-0.001,20000
0,1.687,5.062,6.416,21000
0.0409,1.61,4.832,6.376,21000
0.0851,1.533,4.602,6.326,21000
0.1328,1.458,4.375,6.256,21000
0.1839,1.383,4.151,6.163,21000
0.2379,1.311,3.935,6.048,21000
0.2932,1.248,3.747,5.915,21000
0.3478,1.197,3.592,5.765,21000
0.4007,1.153,3.461,5.6,21000
0.451,1.116,3.349,5.42,21000
0.4977,1.081,3.245,5.218,21000
0.5399,1.049,3.148,4.991,21000
0.5757,1.024,3.074,4.764,21000
0.6086,0.999,2.998,4.533,21000
0.6393,0.97,2.912,4.296,21000
0.6678,0.939,2.818,4.052,21000
0.694,0.904,2.714,3.803,21000
0.718,0.866,2.6,3.547,21000
0.7396,0.825,2.475,3.285,21000
0.7589,0.779,2.338,3.017,21000
0.7756,0.73,2.189,2.743,21000
0.7886,0.676,2.03,2.462,21000
0.7973,0.619,1.859,2.176,21000
0.802,0.557,1.671,1.883,21000
0.8004,0.49,1.47,1.583,21000
0.7844,0.42,1.26,1.277,21000
0.7443,0.349,1.046,0.967,21000
0.6608,0.275,0.825,0.652,21000
0.4782,0.198,0.595,0.328,21000
-0.0014,0.125,0.375,-0.001,21000
0,2.136,6.118,7.127,22000
0.0377,2.027,5.807,7.087,22000
0.0792,1.918,5.494,7.038,22000
0.1249,1.809,5.181,6.974,22000
0.1744,1.704,4.883,6.884,22000
0.2278,1.602,4.589,6.759,22000
0.2847,1.504,4.307,6.607,22000
0.341,1.427,4.087,6.438,22000
0.3953,1.366,3.914,6.252,22000
0.4468,1.315,3.768,6.048,22000
0.4947,1.271,3.64,5.823,22000
0.5377,1.229,3.522,5.566,22000
0.5741,1.199,3.434,5.312,22000
0.6073,1.168,3.346,5.055,22000
0.6383,1.134,3.249,4.79,22000
0.6671,1.097,3.143,4.52,22000
0.6937,1.056,3.026,4.243,22000
0.7181,1.012,2.898,3.958,22000
0.7403,0.963,2.758,3.668,22000
0.7602,0.91,2.606,3.371,22000
0.7775,0.852,2.44,3.067,22000
0.7916,0.789,2.261,2.756,22000
0.8011,0.723,2.07,2.438,22000
0.8068,0.65,1.862,2.111,22000
0.8063,0.571,1.635,1.776,22000
0.7923,0.489,1.401,1.436,22000
0.754,0.406,1.162,1.089,22000
0.6727,0.319,0.914,0.737,22000
0.4931,0.23,0.659,0.375,22000
-0.0015,0.142,0.406,-0.001,22000
0,2.806,7.69,7.918,23000
0.0336,2.643,7.241,7.884,23000
0.0714,2.478,6.789,7.841,23000
0.1139,2.313,6.339,7.787,23000
0.1617,2.151,5.895,7.713,23000
0.2141,1.997,5.472,7.583,23000
0.2711,1.85,5.07,7.414,23000
0.3313,1.72,4.712,7.218,23000
0.3876,1.63,4.466,7.003,23000
0.4408,1.558,4.27,6.768,23000
0.4901,1.498,4.104,6.51,23000
0.5341,1.444,3.956,6.217,23000
0.5715,1.403,3.845,5.927,23000
0.6051,1.366,3.743,5.638,23000
0.6365,1.325,3.632,5.344,23000
0.6656,1.281,3.511,5.042,23000
0.6927,1.232,3.377,4.732,23000
0.7177,1.179,3.231,4.415,23000
0.7405,1.121,3.072,4.09,23000
0.761,1.058,2.9,3.759,23000
0.7791,0.99,2.713,3.42,23000
0.7942,0.917,2.512,3.074,23000
0.8047,0.839,2.298,2.72,23000
0.8113,0.754,2.065,2.358,23000
0.812,0.662,1.814,1.987,23000
0.7999,0.567,1.553,1.608,23000
0.7633,0.469,1.286,1.222,23000
0.6834,0.368,1.008,0.825,23000
0.502,0.263,0.72,0.418,23000
-0.001,0.161,0.443,0,23000
0,4.908,12.89,8.846,24000
0.0229,4.516,11.86,8.811,24000
0.0498,4.139,10.87,8.769,24000
0.0819,3.754,9.859,8.718,24000
0.1208,3.368,8.844,8.657,24000
0.1691,2.983,7.833,8.586,24000
0.2281,2.614,6.864,8.457,24000
0.297,2.282,5.994,8.24,24000
0.3675,2.032,5.337,7.946,24000
0.426,1.9,4.989,7.652,24000
0.4799,1.794,4.711,7.326,24000
0.5274,1.709,4.488,6.973,24000
0.5652,1.66,4.359,6.654,24000
0.5991,1.614,4.239,6.331,24000
0.631,1.564,4.107,5.999,24000
0.6608,1.509,3.963,5.658,24000
0.6887,1.449,3.805,5.307,24000
0.7148,1.382,3.63,4.946,24000
0.7389,1.31,3.441,4.578,24000
